question,answer,transition,concept,top,dis,dir
Is Yorkshire and the Humber Euro Region within Headingley and distant to Nether Edge & Sharrow?,No,flip_place,2,1,1,0
Is Headingley within Yorkshire and the Humber Euro Region and far to Sherbourne Warwickshire?,Yes,no_change,2,1,1,0
Is Headingley within Yorkshire and the Humber Euro Region and near to Sherbourne Warwickshire?,No,replace_dis_token,2,1,1,0
Does Headingley borders Hyde Park and Woodhouse and near to Horsforth?,Yes,no_change,2,1,1,0
Does Headingley borders Hyde Park and Woodhouse and far to Horsforth?,No,replace_dis_token,2,1,1,0
Does Headingley borders Hyde Park and Woodhouse and close to Otley and Yeadon?,Yes,no_change,2,1,1,0
Is Headingley within Hyde Park and Woodhouse and close to Otley and Yeadon?,No,replace_top_token,2,1,1,0
Is Crumpsall within North West Euro Region and distant to Baildon?,Yes,no_change,2,1,1,0
Is North West Euro Region within Crumpsall and distant to Baildon?,No,flip_place,2,1,1,0
Is Crumpsall within North West Euro Region and far to Princes End?,Yes,no_change,2,1,1,0
Is North West Euro Region within Crumpsall and far to Princes End?,No,flip_place,2,1,1,0
Does Crumpsall borders Higher Blackley and near to West Middleton?,Yes,no_change,2,1,1,0
Is Crumpsall within Higher Blackley and near to West Middleton?,No,replace_top_token,2,1,1,0
Does Crumpsall borders Higher Blackley and close to Farnworth?,Yes,no_change,2,1,1,0
Does Higher Blackley borders Crumpsall and close to Farnworth?,No,flip_place,2,1,1,0
Is Wakefield North within Yorkshire and the Humber Euro Region and distant to Orgreave South Yorkshire?,Yes,no_change,2,1,1,0
Is Yorkshire and the Humber Euro Region within Wakefield North and distant to Orgreave South Yorkshire?,No,flip_place,2,1,1,0
Is Wakefield North within Yorkshire and the Humber Euro Region and far to Washington North?,Yes,no_change,2,1,1,0
Does Wakefield North borders Yorkshire and the Humber Euro Region and far to Washington North?,No,replace_top_token,2,1,1,0
Does Wakefield North borders Wakefield West and near to Wakefield South?,Yes,no_change,2,1,1,0
Is Wakefield North within Wakefield West and near to Wakefield South?,No,replace_top_token,2,1,1,0
Does Wakefield North borders Wakefield West and close to Worsbrough?,Yes,no_change,2,1,1,0
Is Wakefield North within Wakefield West and close to Worsbrough?,No,replace_top_token,2,1,1,0
Is Little Lever and Darcy Lever within Metropolitan Borough of Bolton and distant to Ryburn?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Bolton within Little Lever and Darcy Lever and distant to Ryburn?,No,flip_place,2,1,1,0
Is Little Lever and Darcy Lever within Metropolitan Borough of Bolton and far to Tynemouth?,Yes,no_change,2,1,1,0
Is Little Lever and Darcy Lever within Metropolitan Borough of Bolton and near to Tynemouth?,No,replace_dis_token,2,1,1,0
Does Little Lever and Darcy Lever borders Radcliffe North and near to Radcliffe West?,Yes,no_change,2,1,1,0
Is Little Lever and Darcy Lever within Radcliffe North and near to Radcliffe West?,No,replace_top_token,2,1,1,0
Does Little Lever and Darcy Lever borders Radcliffe North and close to Rusholme?,Yes,no_change,2,1,1,0
Does Little Lever and Darcy Lever borders Radcliffe North and distant to Rusholme?,No,replace_dis_token,2,1,1,0
Is Balderstone and Kirkholt within Metropolitan Borough of Rochdale and distant to Roundhay?,Yes,no_change,2,1,1,0
Does Balderstone and Kirkholt borders Metropolitan Borough of Rochdale and distant to Roundhay?,No,replace_top_token,2,1,1,0
Is Balderstone and Kirkholt within Metropolitan Borough of Rochdale and far to Hendon?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Rochdale within Balderstone and Kirkholt and far to Hendon?,No,flip_place,2,1,1,0
Does Balderstone and Kirkholt borders Milnrow and Newhey and near to Kingsway?,Yes,no_change,2,1,1,0
Does Milnrow and Newhey borders Balderstone and Kirkholt and near to Kingsway?,No,flip_place,2,1,1,0
Does Balderstone and Kirkholt borders Milnrow and Newhey and close to Brinnington and Central?,Yes,no_change,2,1,1,0
Does Milnrow and Newhey borders Balderstone and Kirkholt and close to Brinnington and Central?,No,flip_place,2,1,1,0
Is Blythe within Metropolitan Borough of Solihull and distant to Radford?,Yes,no_change,2,1,1,0
Is Blythe within Metropolitan Borough of Solihull and close to Radford?,No,replace_dis_token,2,1,1,0
Is Blythe within Metropolitan Borough of Solihull and far to Cheetham?,Yes,no_change,2,1,1,0
Does Blythe borders Metropolitan Borough of Solihull and far to Cheetham?,No,replace_top_token,2,1,1,0
Does Blythe borders Shirley West and near to Shirley West?,Yes,no_change,2,1,1,0
Does Shirley West borders Blythe and near to Shirley West?,No,flip_place,2,1,1,0
Does Blythe borders Shirley West and close to Bordesley Green?,Yes,no_change,2,1,1,0
Is Blythe within Shirley West and close to Bordesley Green?,No,replace_top_token,2,1,1,0
Is Stocksbridge & Upper Don within Yorkshire and the Humber Euro Region and distant to Tottington?,Yes,no_change,2,1,1,0
Does Stocksbridge & Upper Don borders Yorkshire and the Humber Euro Region and distant to Tottington?,No,replace_top_token,2,1,1,0
Is Stocksbridge & Upper Don within Yorkshire and the Humber Euro Region and far to Meriden West Midlands?,Yes,no_change,2,1,1,0
Is Stocksbridge & Upper Don within Yorkshire and the Humber Euro Region and near to Meriden West Midlands?,No,replace_dis_token,2,1,1,0
Does Stocksbridge & Upper Don borders Penistone East and near to Orgreave South Yorkshire?,Yes,no_change,2,1,1,0
Does Penistone East borders Stocksbridge & Upper Don and near to Orgreave South Yorkshire?,No,flip_place,2,1,1,0
Does Stocksbridge & Upper Don borders Penistone East and close to Woodhouse?,Yes,no_change,2,1,1,0
Is Stocksbridge & Upper Don within Penistone East and close to Woodhouse?,No,replace_top_token,2,1,1,0
Is Golborne and Lowton West within North West Euro Region and distant to Gorton North?,Yes,no_change,2,1,1,0
Is Golborne and Lowton West within North West Euro Region and close to Gorton North?,No,replace_dis_token,2,1,1,0
Is Golborne and Lowton West within North West Euro Region and far to Longbenton?,Yes,no_change,2,1,1,0
Does Golborne and Lowton West borders North West Euro Region and far to Longbenton?,No,replace_top_token,2,1,1,0
Does Golborne and Lowton West borders Earlestown and near to Westhoughton?,Yes,no_change,2,1,1,0
Does Golborne and Lowton West borders Earlestown and far to Westhoughton?,No,replace_dis_token,2,1,1,0
Does Golborne and Lowton West borders Earlestown and close to Worsley?,Yes,no_change,2,1,1,0
Does Earlestown borders Golborne and Lowton West and close to Worsley?,No,flip_place,2,1,1,0
Is Dunston and Teams within North East Euro Region and distant to Ryhope?,Yes,no_change,2,1,1,0
Is Dunston and Teams within North East Euro Region and close to Ryhope?,No,replace_dis_token,2,1,1,0
Is Dunston and Teams within North East Euro Region and far to Fallings Park?,Yes,no_change,2,1,1,0
Is North East Euro Region within Dunston and Teams and far to Fallings Park?,No,flip_place,2,1,1,0
Does Dunston and Teams borders Blaydon and near to Elswick?,Yes,no_change,2,1,1,0
Does Dunston and Teams borders Blaydon and far to Elswick?,No,replace_dis_token,2,1,1,0
Does Dunston and Teams borders Blaydon and close to Hetton-le-Hole?,Yes,no_change,2,1,1,0
Is Dunston and Teams within Blaydon and close to Hetton-le-Hole?,No,replace_top_token,2,1,1,0
Does West Gosforth borders Wingrove and near to Whickham North?,Yes,no_change,2,1,1,0
Is West Gosforth within Wingrove and near to Whickham North?,No,replace_top_token,2,1,1,0
Does West Gosforth borders Wingrove and close to Whitburn and Marsden?,Yes,no_change,2,1,1,0
Is West Gosforth within Wingrove and close to Whitburn and Marsden?,No,replace_top_token,2,1,1,0
Is Princes End within West Midlands Euro Region and distant to Shirley East?,Yes,no_change,2,1,1,0
Does Princes End borders West Midlands Euro Region and distant to Shirley East?,No,replace_top_token,2,1,1,0
Is Princes End within West Midlands Euro Region and far to Swinton North?,Yes,no_change,2,1,1,0
Is Princes End within West Midlands Euro Region and near to Swinton North?,No,replace_dis_token,2,1,1,0
Does Princes End borders Darlaston South and near to Wednesbury South?,Yes,no_change,2,1,1,0
Is Princes End within Darlaston South and near to Wednesbury South?,No,replace_top_token,2,1,1,0
Does Princes End borders Darlaston South and close to St. Pauls?,Yes,no_change,2,1,1,0
Does Princes End borders Darlaston South and distant to St. Pauls?,No,replace_dis_token,2,1,1,0
Is Central within North West Euro Region and distant to Davyhulme East?,Yes,no_change,2,1,1,0
Is Central within North West Euro Region and close to Davyhulme East?,No,replace_dis_token,2,1,1,0
Is Central within North West Euro Region and far to Little Hulton?,Yes,no_change,2,1,1,0
Does Central borders North West Euro Region and far to Little Hulton?,No,replace_top_token,2,1,1,0
Does Central borders Kirkdale and near to Dodworth?,Yes,no_change,2,1,1,0
Does Central borders Kirkdale and far to Dodworth?,No,replace_dis_token,2,1,1,0
Does Central borders Kirkdale and close to Dearne North?,Yes,no_change,2,1,1,0
Does Central borders Kirkdale and distant to Dearne North?,No,replace_dis_token,2,1,1,0
Does Woolsington borders Blakelaw and North Fenham and near to Blakelaw and North Fenham?,Yes,no_change,2,1,1,0
Is Woolsington within Blakelaw and North Fenham and near to Blakelaw and North Fenham?,No,replace_top_token,2,1,1,0
Is Ryton Crookhill and Stella within Metropolitan Borough of Gateshead and distant to Castle Eden?,Yes,no_change,2,1,1,0
Is Metropolitan Borough of Gateshead within Ryton Crookhill and Stella and distant to Castle Eden?,No,flip_place,2,1,1,0
Is Ryton Crookhill and Stella within Metropolitan Borough of Gateshead and far to Stannington?,Yes,no_change,2,1,1,0
Is Ryton Crookhill and Stella within Metropolitan Borough of Gateshead and near to Stannington?,No,replace_dis_token,2,1,1,0
Does Ryton Crookhill and Stella borders Crawcrook and Greenside and near to Woolsington?,Yes,no_change,2,1,1,0
Is Ryton Crookhill and Stella within Crawcrook and Greenside and near to Woolsington?,No,replace_top_token,2,1,1,0
Does Ryton Crookhill and Stella borders Crawcrook and Greenside and close to Walker?,Yes,no_change,2,1,1,0
Is Ryton Crookhill and Stella within Crawcrook and Greenside and close to Walker?,No,replace_top_token,2,1,1,0
Is Walkden South within City of Salford and distant to Offerton Park?,Yes,no_change,2,1,1,0
Is City of Salford within Walkden South and distant to Offerton Park?,No,flip_place,2,1,1,0
Is Walkden South within City of Salford and far to Sherbourne Warwickshire?,Yes,no_change,2,1,1,0
Is City of Salford within Walkden South and far to Sherbourne Warwickshire?,No,flip_place,2,1,1,0
Does Walkden South borders Walkden North and near to Worsley?,Yes,no_change,2,1,1,0
Does Walkden North borders Walkden South and near to Worsley?,No,flip_place,2,1,1,0
Does Walkden South borders Walkden North and close to Wigan Central?,Yes,no_change,2,1,1,0
Does Walkden North borders Walkden South and close to Wigan Central?,No,flip_place,2,1,1,0
Is Crofton Ryhill and Walton within Yorkshire and the Humber Euro Region and distant to Ecclesall?,Yes,no_change,2,1,1,0
Is Crofton Ryhill and Walton within Yorkshire and the Humber Euro Region and close to Ecclesall?,No,replace_dis_token,2,1,1,0
Is Crofton Ryhill and Walton within Yorkshire and the Humber Euro Region and far to West Park?,Yes,no_change,2,1,1,0
Is Crofton Ryhill and Walton within Yorkshire and the Humber Euro Region and near to West Park?,No,replace_dis_token,2,1,1,0
Does Crofton Ryhill and Walton borders North East and near to Horbury and South Ossett?,Yes,no_change,2,1,1,0
Does North East borders Crofton Ryhill and Walton and near to Horbury and South Ossett?,No,flip_place,2,1,1,0
Does Crofton Ryhill and Walton borders North East and close to Sprotbrough and Cusworth?,Yes,no_change,2,1,1,0
Is Crofton Ryhill and Walton within North East and close to Sprotbrough and Cusworth?,No,replace_top_token,2,1,1,0
Is Stalybridge North within Tameside and distant to Harewood?,Yes,no_change,2,1,1,0
Is Stalybridge North within Tameside and close to Harewood?,No,replace_dis_token,2,1,1,0
Is Stalybridge North within Tameside and far to Westerhope?,Yes,no_change,2,1,1,0
Does Stalybridge North borders Tameside and far to Westerhope?,No,replace_top_token,2,1,1,0
Does Stalybridge North borders Dukinfield Stalybridge and near to Waterhead?,Yes,no_change,2,1,1,0
Does Dukinfield Stalybridge borders Stalybridge North and near to Waterhead?,No,flip_place,2,1,1,0
Does Stalybridge North borders Dukinfield Stalybridge and close to Holme Valley?,Yes,no_change,2,1,1,0
Does Stalybridge North borders Dukinfield Stalybridge and distant to Holme Valley?,No,replace_dis_token,2,1,1,0
Is Linacre within North West Euro Region and distant to Shevington with Lower Ground?,Yes,no_change,2,1,1,0
Is North West Euro Region within Linacre and distant to Shevington with Lower Ground?,No,flip_place,2,1,1,0
Is Linacre within North West Euro Region and far to Royston?,Yes,no_change,2,1,1,0
Does Linacre borders North West Euro Region and far to Royston?,No,replace_top_token,2,1,1,0
Does Linacre borders Church and near to Wallasey?,Yes,no_change,2,1,1,0
Does Church borders Linacre and near to Wallasey?,No,flip_place,2,1,1,0
Does Linacre borders Church and close to Wavertree?,Yes,no_change,2,1,1,0
Does Church borders Linacre and close to Wavertree?,No,flip_place,2,1,1,0
Is Park & Arbourthorne within Yorkshire and the Humber Euro Region and distant to Edenthorpe?,Yes,no_change,2,1,1,0
Is Park & Arbourthorne within Yorkshire and the Humber Euro Region and close to Edenthorpe?,No,replace_dis_token,2,1,1,0
Is Park & Arbourthorne within Yorkshire and the Humber Euro Region and far to Roby?,Yes,no_change,2,1,1,0
Does Park & Arbourthorne borders Yorkshire and the Humber Euro Region and far to Roby?,No,replace_top_token,2,1,1,0
Does Park & Arbourthorne borders Gleadless Valley and near to Shiregreen & Brightside?,Yes,no_change,2,1,1,0
Is Park & Arbourthorne within Gleadless Valley and near to Shiregreen & Brightside?,No,replace_top_token,2,1,1,0
Does Park & Arbourthorne borders Gleadless Valley and close to Swinton?,Yes,no_change,2,1,1,0
Does Park & Arbourthorne borders Gleadless Valley and distant to Swinton?,No,replace_dis_token,2,1,1,0
Is Old Warley within Sandwell and distant to Meriden West Midlands?,Yes,no_change,2,1,1,0
Is Sandwell within Old Warley and distant to Meriden West Midlands?,No,flip_place,2,1,1,0
Is Old Warley within Sandwell and far to Silksworth?,Yes,no_change,2,1,1,0
Is Old Warley within Sandwell and near to Silksworth?,No,replace_dis_token,2,1,1,0
Does Old Warley borders Langley and near to Rowley?,Yes,no_change,2,1,1,0
Is Old Warley within Langley and near to Rowley?,No,replace_top_token,2,1,1,0
Does Old Warley borders Langley and close to Pheasey Park Farm?,Yes,no_change,2,1,1,0
Is Old Warley within Langley and close to Pheasey Park Farm?,No,replace_top_token,2,1,1,0
Is Central Rochdale within Metropolitan Borough of Rochdale and distant to Wharfedale?,Yes,no_change,2,1,1,0
Does Central Rochdale borders Metropolitan Borough of Rochdale and distant to Wharfedale?,No,replace_top_token,2,1,1,0
Is Central Rochdale within Metropolitan Borough of Rochdale and far to Whoberley?,Yes,no_change,2,1,1,0
Is Central Rochdale within Metropolitan Borough of Rochdale and near to Whoberley?,No,replace_dis_token,2,1,1,0
Does Central Rochdale borders Healey and near to Hopwood Hall?,Yes,no_change,2,1,1,0
Does Healey borders Central Rochdale and near to Hopwood Hall?,No,flip_place,2,1,1,0
Does Central Rochdale borders Healey and close to St. Mary's?,Yes,no_change,2,1,1,0
Does Central Rochdale borders Healey and distant to St. Mary's?,No,replace_dis_token,2,1,1,0
Is Golcar within Kirklees and distant to Monk Bretton?,Yes,no_change,2,1,1,0
Does Golcar borders Kirklees and distant to Monk Bretton?,No,replace_top_token,2,1,1,0
Is Golcar within Kirklees and far to Moss Bank?,Yes,no_change,2,1,1,0
Does Golcar borders Kirklees and far to Moss Bank?,No,replace_top_token,2,1,1,0
Does Golcar borders Lindley and near to Ryburn?,Yes,no_change,2,1,1,0
Is Golcar within Lindley and near to Ryburn?,No,replace_top_token,2,1,1,0
