place1,relation,place2,question,answer,transition
Boothstown and Ellenbrook,within,North West Euro Region,Is Boothstown and Ellenbrook within North West Euro Region?,Yes,no_change
Boothstown and Ellenbrook,within,North West Euro Region,Does Boothstown and Ellenbrook border North West Euro Region?,No,replace_top_token
Darfield,within,Yorkshire and the Humber Euro Region,Is Darfield within Yorkshire and the Humber Euro Region?,Yes,no_change
Darfield,within,Yorkshire and the Humber Euro Region,Does Darfield border Yorkshire and the Humber Euro Region?,No,replace_top_token
Failsworth East,within,Metropolitan Borough of Oldham,Is Failsworth East within Metropolitan Borough of Oldham?,Yes,no_change
Failsworth East,within,Metropolitan Borough of Oldham,Does Failsworth East border Metropolitan Borough of Oldham?,No,replace_top_token
Whickham South and Sunniside,within,Metropolitan Borough of Gateshead,Is Whickham South and Sunniside within Metropolitan Borough of Gateshead?,Yes,no_change
Whickham South and Sunniside,within,Metropolitan Borough of Gateshead,Does Whickham South and Sunniside border Metropolitan Borough of Gateshead?,No,replace_top_token
Richmond,within,Yorkshire and the Humber Euro Region,Is Richmond within Yorkshire and the Humber Euro Region?,Yes,no_change
Richmond,within,Yorkshire and the Humber Euro Region,Does Richmond border Yorkshire and the Humber Euro Region?,No,replace_top_token
Shiregreen & Brightside,within,Yorkshire and the Humber Euro Region,Is Shiregreen & Brightside within Yorkshire and the Humber Euro Region?,Yes,no_change
Shiregreen & Brightside,within,Yorkshire and the Humber Euro Region,Does Shiregreen & Brightside border Yorkshire and the Humber Euro Region?,No,replace_top_token
Netherton and Orrell,within,North West Euro Region,Is Netherton and Orrell within North West Euro Region?,Yes,no_change
Netherton and Orrell,within,North West Euro Region,Does Netherton and Orrell border North West Euro Region?,No,replace_top_token
Heatons South,within,North West Euro Region,Is Heatons South within North West Euro Region?,Yes,no_change
Heatons South,within,North West Euro Region,Does Heatons South border North West Euro Region?,No,replace_top_token
Whiston & Cronton,within,Metropolitan Borough of Knowsley,Is Whiston & Cronton within Metropolitan Borough of Knowsley?,Yes,no_change
Whiston & Cronton,within,Metropolitan Borough of Knowsley,Does Whiston & Cronton border Metropolitan Borough of Knowsley?,No,replace_top_token
County,within,North West Euro Region,Is County within North West Euro Region?,Yes,no_change
County,within,North West Euro Region,Does County border North West Euro Region?,No,replace_top_token
Charlestown,within,Manchester,Is Charlestown within Manchester?,Yes,no_change
Charlestown,within,Manchester,Does Charlestown border Manchester?,No,replace_top_token
Kingstone,within,Yorkshire and the Humber Euro Region,Is Kingstone within Yorkshire and the Humber Euro Region?,Yes,no_change
Kingstone,within,Yorkshire and the Humber Euro Region,Does Kingstone border Yorkshire and the Humber Euro Region?,No,replace_top_token
Moortown,within,County Borough of Leeds,Is Moortown within County Borough of Leeds?,Yes,no_change
Moortown,within,County Borough of Leeds,Does Moortown border County Borough of Leeds?,No,replace_top_token
Hazel Grove,within,Metropolitan Borough of Stockport,Is Hazel Grove within Metropolitan Borough of Stockport?,Yes,no_change
Hazel Grove,within,Metropolitan Borough of Stockport,Does Hazel Grove border Metropolitan Borough of Stockport?,No,replace_top_token
West Park,within,Metropolitan Borough of St Helens,Is West Park within Metropolitan Borough of St Helens?,Yes,no_change
West Park,within,Metropolitan Borough of St Helens,Does West Park border Metropolitan Borough of St Helens?,No,replace_top_token
Radcliffe East,within,Metropolitan Borough of Bury,Is Radcliffe East within Metropolitan Borough of Bury?,Yes,no_change
Radcliffe East,within,Metropolitan Borough of Bury,Does Radcliffe East border Metropolitan Borough of Bury?,No,replace_top_token
Graves Park,within,Sheffield,Is Graves Park within Sheffield?,Yes,no_change
Graves Park,within,Sheffield,Does Graves Park border Sheffield?,No,replace_top_token
Wardle and West Littleborough,within,Metropolitan Borough of Rochdale,Is Wardle and West Littleborough within Metropolitan Borough of Rochdale?,Yes,no_change
Wardle and West Littleborough,within,Metropolitan Borough of Rochdale,Does Wardle and West Littleborough border Metropolitan Borough of Rochdale?,No,replace_top_token
Barton,within,City of Salford,Is Barton within City of Salford?,Yes,no_change
Barton,within,City of Salford,Does Barton border City of Salford?,No,replace_top_token
Golcar,within,Yorkshire and the Humber Euro Region,Is Golcar within Yorkshire and the Humber Euro Region?,Yes,no_change
Golcar,within,Yorkshire and the Humber Euro Region,Does Golcar border Yorkshire and the Humber Euro Region?,No,replace_top_token
Crofton Ryhill and Walton,within,Yorkshire and the Humber Euro Region,Is Crofton Ryhill and Walton within Yorkshire and the Humber Euro Region?,Yes,no_change
Crofton Ryhill and Walton,within,Yorkshire and the Humber Euro Region,Does Crofton Ryhill and Walton border Yorkshire and the Humber Euro Region?,No,replace_top_token
Millfield,within,City of Sunderland,Is Millfield within City of Sunderland?,Yes,no_change
Millfield,within,City of Sunderland,Does Millfield border City of Sunderland?,No,replace_top_token
Wharfedale,within,City of Bradford,Is Wharfedale within City of Bradford?,Yes,no_change
Wharfedale,within,City of Bradford,Does Wharfedale border City of Bradford?,No,replace_top_token
Shiregreen & Brightside,within,Sheffield,Is Shiregreen & Brightside within Sheffield?,Yes,no_change
Shiregreen & Brightside,within,Sheffield,Does Shiregreen & Brightside border Sheffield?,No,replace_top_token
Denton,within,Newcastle upon Tyne,Is Denton within Newcastle upon Tyne?,Yes,no_change
Denton,within,Newcastle upon Tyne,Does Denton border Newcastle upon Tyne?,No,replace_top_token
Baguley,within,Manchester,Is Baguley within Manchester?,Yes,no_change
Baguley,within,Manchester,Does Baguley border Manchester?,No,replace_top_token
Bushbury South and Low Hill,within,West Midlands Euro Region,Is Bushbury South and Low Hill within West Midlands Euro Region?,Yes,no_change
Bushbury South and Low Hill,within,West Midlands Euro Region,Does Bushbury South and Low Hill border West Midlands Euro Region?,No,replace_top_token
Heatons North,within,Metropolitan Borough of Stockport,Is Heatons North within Metropolitan Borough of Stockport?,Yes,no_change
Heatons North,within,Metropolitan Borough of Stockport,Does Heatons North border Metropolitan Borough of Stockport?,No,replace_top_token
Hebburn North,within,North East Euro Region,Is Hebburn North within North East Euro Region?,Yes,no_change
Hebburn North,within,North East Euro Region,Does Hebburn North border North East Euro Region?,No,replace_top_token
Greenbank,within,Liverpool,Is Greenbank within Liverpool?,Yes,no_change
Greenbank,within,Liverpool,Does Greenbank border Liverpool?,No,replace_top_token
Low Fell,within,North East Euro Region,Is Low Fell within North East Euro Region?,Yes,no_change
Low Fell,within,North East Euro Region,Does Low Fell border North East Euro Region?,No,replace_top_token
Cross Gates and Whinmoor,within,Yorkshire and the Humber Euro Region,Is Cross Gates and Whinmoor within Yorkshire and the Humber Euro Region?,Yes,no_change
Cross Gates and Whinmoor,within,Yorkshire and the Humber Euro Region,Does Cross Gates and Whinmoor border Yorkshire and the Humber Euro Region?,No,replace_top_token
Southey,within,Sheffield,Is Southey within Sheffield?,Yes,no_change
Southey,within,Sheffield,Does Southey border Sheffield?,No,replace_top_token
Brooklands,within,Trafford,Is Brooklands within Trafford?,Yes,no_change
Brooklands,within,Trafford,Does Brooklands border Trafford?,No,replace_top_token
Monkseaton South,within,North East Euro Region,Is Monkseaton South within North East Euro Region?,Yes,no_change
Monkseaton South,within,North East Euro Region,Does Monkseaton South border North East Euro Region?,No,replace_top_token
Hazel Grove,within,North West Euro Region,Is Hazel Grove within North West Euro Region?,Yes,no_change
Hazel Grove,within,North West Euro Region,Does Hazel Grove border North West Euro Region?,No,replace_top_token
Streetly,within,West Midlands Euro Region,Is Streetly within West Midlands Euro Region?,Yes,no_change
Streetly,within,West Midlands Euro Region,Does Streetly border West Midlands Euro Region?,No,replace_top_token
Gorton South,within,Manchester,Is Gorton South within Manchester?,Yes,no_change
Gorton South,within,Manchester,Does Gorton South border Manchester?,No,replace_top_token
Silverwood,within,Yorkshire and the Humber Euro Region,Is Silverwood within Yorkshire and the Humber Euro Region?,Yes,no_change
Silverwood,within,Yorkshire and the Humber Euro Region,Does Silverwood border Yorkshire and the Humber Euro Region?,No,replace_top_token
Crosland Moor and Netherton,within,Yorkshire and the Humber Euro Region,Is Crosland Moor and Netherton within Yorkshire and the Humber Euro Region?,Yes,no_change
Crosland Moor and Netherton,within,Yorkshire and the Humber Euro Region,Does Crosland Moor and Netherton border Yorkshire and the Humber Euro Region?,No,replace_top_token
Bournville,within,West Midlands Euro Region,Is Bournville within West Midlands Euro Region?,Yes,no_change
Bournville,within,West Midlands Euro Region,Does Bournville border West Midlands Euro Region?,No,replace_top_token
Wakefield East,within,City of Wakefield,Is Wakefield East within City of Wakefield?,Yes,no_change
Wakefield East,within,City of Wakefield,Does Wakefield East border City of Wakefield?,No,replace_top_token
Bidston and St. James,within,North West Euro Region,Is Bidston and St. James within North West Euro Region?,Yes,no_change
Bidston and St. James,within,North West Euro Region,Does Bidston and St. James border North West Euro Region?,No,replace_top_token
Rother Vale,within,Yorkshire and the Humber Euro Region,Is Rother Vale within Yorkshire and the Humber Euro Region?,Yes,no_change
Rother Vale,within,Yorkshire and the Humber Euro Region,Does Rother Vale border Yorkshire and the Humber Euro Region?,No,replace_top_token
Litherland,within,Metropolitan Borough of Sefton,Is Litherland within Metropolitan Borough of Sefton?,Yes,no_change
Litherland,within,Metropolitan Borough of Sefton,Does Litherland border Metropolitan Borough of Sefton?,No,replace_top_token
Coseley East,within,Metropolitan Borough of Dudley,Is Coseley East within Metropolitan Borough of Dudley?,Yes,no_change
Coseley East,within,Metropolitan Borough of Dudley,Does Coseley East border Metropolitan Borough of Dudley?,No,replace_top_token
Billesley,within,West Midlands Euro Region,Is Billesley within West Midlands Euro Region?,Yes,no_change
Billesley,within,West Midlands Euro Region,Does Billesley border West Midlands Euro Region?,No,replace_top_token
Bowdon,within,North West Euro Region,Is Bowdon within North West Euro Region?,Yes,no_change
Bowdon,within,North West Euro Region,Does Bowdon border North West Euro Region?,No,replace_top_token
Sitwell,within,Yorkshire and the Humber Euro Region,Is Sitwell within Yorkshire and the Humber Euro Region?,Yes,no_change
Sitwell,within,Yorkshire and the Humber Euro Region,Does Sitwell border Yorkshire and the Humber Euro Region?,No,replace_top_token
South Elmsall and South Kirkby,within,Yorkshire and the Humber Euro Region,Is South Elmsall and South Kirkby within Yorkshire and the Humber Euro Region?,Yes,no_change
South Elmsall and South Kirkby,within,Yorkshire and the Humber Euro Region,Does South Elmsall and South Kirkby border Yorkshire and the Humber Euro Region?,No,replace_top_token
Bloxwich East,within,Metropolitan Borough of Walsall,Is Bloxwich East within Metropolitan Borough of Walsall?,Yes,no_change
Bloxwich East,within,Metropolitan Borough of Walsall,Does Bloxwich East border Metropolitan Borough of Walsall?,No,replace_top_token
Miles Platting and Newton Heath,within,Manchester,Is Miles Platting and Newton Heath within Manchester?,Yes,no_change
Miles Platting and Newton Heath,within,Manchester,Does Miles Platting and Newton Heath border Manchester?,No,replace_top_token
Wakefield Rural,within,Yorkshire and the Humber Euro Region,Is Wakefield Rural within Yorkshire and the Humber Euro Region?,Yes,no_change
Wakefield Rural,within,Yorkshire and the Humber Euro Region,Does Wakefield Rural border Yorkshire and the Humber Euro Region?,No,replace_top_token
Chorlton,within,North West Euro Region,Is Chorlton within North West Euro Region?,Yes,no_change
Chorlton,within,North West Euro Region,Does Chorlton border North West Euro Region?,No,replace_top_token
Elswick,within,North East Euro Region,Is Elswick within North East Euro Region?,Yes,no_change
Elswick,within,North East Euro Region,Does Elswick border North East Euro Region?,No,replace_top_token
Bolton and Undercliffe,within,Yorkshire and the Humber Euro Region,Is Bolton and Undercliffe within Yorkshire and the Humber Euro Region?,Yes,no_change
Bolton and Undercliffe,within,Yorkshire and the Humber Euro Region,Does Bolton and Undercliffe border Yorkshire and the Humber Euro Region?,No,replace_top_token
Halesowen North,within,Metropolitan Borough of Dudley,Is Halesowen North within Metropolitan Borough of Dudley?,Yes,no_change
Halesowen North,within,Metropolitan Borough of Dudley,Does Halesowen North border Metropolitan Borough of Dudley?,No,replace_top_token
Manor,within,Metropolitan Borough of Stockport,Is Manor within Metropolitan Borough of Stockport?,Yes,no_change
Manor,within,Metropolitan Borough of Stockport,Does Manor border Metropolitan Borough of Stockport?,No,replace_top_token
Droylsden West,within,North West Euro Region,Is Droylsden West within North West Euro Region?,Yes,no_change
Droylsden West,within,North West Euro Region,Does Droylsden West border North West Euro Region?,No,replace_top_token
Aldridge Central and South,within,West Midlands Euro Region,Is Aldridge Central and South within West Midlands Euro Region?,Yes,no_change
Aldridge Central and South,within,West Midlands Euro Region,Does Aldridge Central and South border West Midlands Euro Region?,No,replace_top_token
Leigh East,within,North West Euro Region,Is Leigh East within North West Euro Region?,Yes,no_change
Leigh East,within,North West Euro Region,Does Leigh East border North West Euro Region?,No,replace_top_token
Horwich,within,Metropolitan Borough of Bolton,Is Horwich within Metropolitan Borough of Bolton?,Yes,no_change
Horwich,within,Metropolitan Borough of Bolton,Does Horwich border Metropolitan Borough of Bolton?,No,replace_top_token
Colne Valley,within,Kirklees,Is Colne Valley within Kirklees?,Yes,no_change
Colne Valley,within,Kirklees,Does Colne Valley border Kirklees?,No,replace_top_token
St. Matthew's,within,Metropolitan Borough of Walsall,Is St. Matthew's within Metropolitan Borough of Walsall?,Yes,no_change
St. Matthew's,within,Metropolitan Borough of Walsall,Does St. Matthew's border Metropolitan Borough of Walsall?,No,replace_top_token
Harton,within,North East Euro Region,Is Harton within North East Euro Region?,Yes,no_change
Harton,within,North East Euro Region,Does Harton border North East Euro Region?,No,replace_top_token
Hollinwood,within,North West Euro Region,Is Hollinwood within North West Euro Region?,Yes,no_change
Hollinwood,within,North West Euro Region,Does Hollinwood border North West Euro Region?,No,replace_top_token
