place1,dir,place2_Y,top,place2_Z,triplet,question,answer,transition
Castle,north,Wyken,within,Newcastle upon Tyne,"Castle is north Wyken, within Newcastle upon Tyne",Is Castle north of Wyken and within Newcastle upon Tyne?,Yes,no_change
Castle,north,Wyken,within,Newcastle upon Tyne,"Castle is north Wyken, within Newcastle upon Tyne",Is Newcastle upon Tyne north of Wyken and within Castle?,No,flip_place_z
Castle,west,Whiteleas,borders,Parklands,"Castle is west Whiteleas, borders Parklands",Is Castle west of Whiteleas and borders Parklands?,Yes,no_change
Castle,west,Whiteleas,borders,Parklands,"Castle is west Whiteleas, borders Parklands",Is Whiteleas west of Castle and borders Parklands?,No,flip_place_y
Castle and Priory,north,Halesowen North,within,Metropolitan Borough of Dudley,"Castle and Priory is north Halesowen North, within Metropolitan Borough of Dudley",Is Castle and Priory north of Halesowen North and within Metropolitan Borough of Dudley?,Yes,no_change
Castle and Priory,north,Halesowen North,within,Metropolitan Borough of Dudley,"Castle and Priory is north Halesowen North, within Metropolitan Borough of Dudley",Is Castle and Priory north of Halesowen North and borders Metropolitan Borough of Dudley?,No,replace_top_token
Castle and Priory,south,Boldon Colliery,borders,St. James's,"Castle and Priory is south Boldon Colliery, borders St. James's",Is Castle and Priory south of Boldon Colliery and borders St. James's?,Yes,no_change
Castle and Priory,south,Boldon Colliery,borders,St. James's,"Castle and Priory is south Boldon Colliery, borders St. James's",Is Boldon Colliery south of Castle and Priory and borders St. James's?,No,flip_place_y
Molyneux,west,West Heywood,within,Metropolitan Borough of Sefton,"Molyneux is west West Heywood, within Metropolitan Borough of Sefton",Is Molyneux west of West Heywood and within Metropolitan Borough of Sefton?,Yes,no_change
Molyneux,west,West Heywood,within,Metropolitan Borough of Sefton,"Molyneux is west West Heywood, within Metropolitan Borough of Sefton",Is Molyneux west of West Heywood and borders Metropolitan Borough of Sefton?,No,replace_top_token
Molyneux,north,Lyndon,borders,Park,"Molyneux is north Lyndon, borders Park",Is Molyneux north of Lyndon and borders Park?,Yes,no_change
Molyneux,north,Lyndon,borders,Park,"Molyneux is north Lyndon, borders Park",Is Molyneux north of Lyndon and within Park?,No,replace_top_token
Cherryfield,west,Baguley,within,Metropolitan Borough of Knowsley,"Cherryfield is west Baguley, within Metropolitan Borough of Knowsley",Is Cherryfield west of Baguley and within Metropolitan Borough of Knowsley?,Yes,no_change
Cherryfield,west,Baguley,within,Metropolitan Borough of Knowsley,"Cherryfield is west Baguley, within Metropolitan Borough of Knowsley",Is Cherryfield west of Baguley and borders Metropolitan Borough of Knowsley?,No,replace_top_token
Cherryfield,north,Bournville,borders,Molyneux,"Cherryfield is north Bournville, borders Molyneux",Is Cherryfield north of Bournville and borders Molyneux?,Yes,no_change
Cherryfield,north,Bournville,borders,Molyneux,"Cherryfield is north Bournville, borders Molyneux",Is Cherryfield south of Bournville and borders Molyneux?,No,replace_dir_token
Blackrod,north,Henley,within,Metropolitan Borough of St Helens,"Blackrod is north Henley, within Metropolitan Borough of St Helens",Is Blackrod north of Henley and within Metropolitan Borough of St Helens?,Yes,no_change
Blackrod,north,Henley,within,Metropolitan Borough of St Helens,"Blackrod is north Henley, within Metropolitan Borough of St Helens",Is Henley north of Blackrod and within Metropolitan Borough of St Helens?,No,flip_place_y
Blackrod,east,Prescot,borders,Town Centre,"Blackrod is east Prescot, borders Town Centre",Is Blackrod east of Prescot and borders Town Centre?,Yes,no_change
Blackrod,east,Prescot,borders,Town Centre,"Blackrod is east Prescot, borders Town Centre",Is Blackrod west of Prescot and borders Town Centre?,No,replace_dir_token
West Kirby and Thurstaston,west,Walkden North,within,Metropolitan Borough of Wirral,"West Kirby and Thurstaston is west Walkden North, within Metropolitan Borough of Wirral",Is West Kirby and Thurstaston west of Walkden North and within Metropolitan Borough of Wirral?,Yes,no_change
West Kirby and Thurstaston,west,Walkden North,within,Metropolitan Borough of Wirral,"West Kirby and Thurstaston is west Walkden North, within Metropolitan Borough of Wirral",Is Walkden North west of West Kirby and Thurstaston and within Metropolitan Borough of Wirral?,No,flip_place_y
West Kirby and Thurstaston,north,Meriden West Midlands,borders,Heswall,"West Kirby and Thurstaston is north Meriden West Midlands, borders Heswall",Is West Kirby and Thurstaston north of Meriden West Midlands and borders Heswall?,Yes,no_change
West Kirby and Thurstaston,north,Meriden West Midlands,borders,Heswall,"West Kirby and Thurstaston is north Meriden West Midlands, borders Heswall",Is West Kirby and Thurstaston south of Meriden West Midlands and borders Heswall?,No,replace_dir_token
Kingshurst and Fordbridge,south,Penistone,within,West Midlands Euro Region,"Kingshurst and Fordbridge is south Penistone, within West Midlands Euro Region",Is Kingshurst and Fordbridge south of Penistone and within West Midlands Euro Region?,Yes,no_change
Kingshurst and Fordbridge,south,Penistone,within,West Midlands Euro Region,"Kingshurst and Fordbridge is south Penistone, within West Midlands Euro Region",Is Penistone south of Kingshurst and Fordbridge and within West Midlands Euro Region?,No,flip_place_y
Kingshurst and Fordbridge,west,Bablake,borders,Smith's Wood,"Kingshurst and Fordbridge is west Bablake, borders Smith's Wood",Is Kingshurst and Fordbridge west of Bablake and borders Smith's Wood?,Yes,no_change
Kingshurst and Fordbridge,west,Bablake,borders,Smith's Wood,"Kingshurst and Fordbridge is west Bablake, borders Smith's Wood",Is Smith's Wood west of Bablake and borders Kingshurst and Fordbridge?,No,flip_place_z
East Ecclesfield,east,Duke's,within,Sheffield,"East Ecclesfield is east Duke's, within Sheffield",Is East Ecclesfield east of Duke's and within Sheffield?,Yes,no_change
East Ecclesfield,east,Duke's,within,Sheffield,"East Ecclesfield is east Duke's, within Sheffield",Is Sheffield east of Duke's and within East Ecclesfield?,No,flip_place_z
East Ecclesfield,south,Armley,borders,West Ecclesfield,"East Ecclesfield is south Armley, borders West Ecclesfield",Is East Ecclesfield south of Armley and borders West Ecclesfield?,Yes,no_change
East Ecclesfield,south,Armley,borders,West Ecclesfield,"East Ecclesfield is south Armley, borders West Ecclesfield",Is West Ecclesfield south of Armley and borders East Ecclesfield?,No,flip_place_z
Sutton Trinity,south,Cleckheaton,within,West Midlands Euro Region,"Sutton Trinity is south Cleckheaton, within West Midlands Euro Region",Is Sutton Trinity south of Cleckheaton and within West Midlands Euro Region?,Yes,no_change
Sutton Trinity,south,Cleckheaton,within,West Midlands Euro Region,"Sutton Trinity is south Cleckheaton, within West Midlands Euro Region",Is West Midlands Euro Region south of Cleckheaton and within Sutton Trinity?,No,flip_place_z
Sutton Trinity,north,Aston,borders,Sutton Four Oaks,"Sutton Trinity is north Aston, borders Sutton Four Oaks",Is Sutton Trinity north of Aston and borders Sutton Four Oaks?,Yes,no_change
Sutton Trinity,north,Aston,borders,Sutton Four Oaks,"Sutton Trinity is north Aston, borders Sutton Four Oaks",Is Sutton Trinity north of Aston and within Sutton Four Oaks?,No,replace_top_token
Stalybridge South,east,Netherton and Orrell,within,Tameside,"Stalybridge South is east Netherton and Orrell, within Tameside",Is Stalybridge South east of Netherton and Orrell and within Tameside?,Yes,no_change
Stalybridge South,east,Netherton and Orrell,within,Tameside,"Stalybridge South is east Netherton and Orrell, within Tameside",Is Stalybridge South east of Netherton and Orrell and borders Tameside?,No,replace_top_token
Stalybridge South,north,Holbrook,borders,Saddleworth,"Stalybridge South is north Holbrook, borders Saddleworth",Is Stalybridge South north of Holbrook and borders Saddleworth?,Yes,no_change
Stalybridge South,north,Holbrook,borders,Saddleworth,"Stalybridge South is north Holbrook, borders Saddleworth",Is Holbrook north of Stalybridge South and borders Saddleworth?,No,flip_place_y
North Middleton,west,Wakefield West,within,Metropolitan Borough of Rochdale,"North Middleton is west Wakefield West, within Metropolitan Borough of Rochdale",Is North Middleton west of Wakefield West and within Metropolitan Borough of Rochdale?,Yes,no_change
North Middleton,west,Wakefield West,within,Metropolitan Borough of Rochdale,"North Middleton is west Wakefield West, within Metropolitan Borough of Rochdale",Is Metropolitan Borough of Rochdale west of Wakefield West and within North Middleton?,No,flip_place_z
North Middleton,east,Croxteth,borders,Chadderton North,"North Middleton is east Croxteth, borders Chadderton North",Is North Middleton east of Croxteth and borders Chadderton North?,Yes,no_change
North Middleton,east,Croxteth,borders,Chadderton North,"North Middleton is east Croxteth, borders Chadderton North",Is North Middleton west of Croxteth and borders Chadderton North?,No,replace_dir_token
Bridges,north,West Heywood,within,Metropolitan Borough of Gateshead,"Bridges is north West Heywood, within Metropolitan Borough of Gateshead",Is Bridges north of West Heywood and within Metropolitan Borough of Gateshead?,Yes,no_change
Bridges,north,West Heywood,within,Metropolitan Borough of Gateshead,"Bridges is north West Heywood, within Metropolitan Borough of Gateshead",Is West Heywood north of Bridges and within Metropolitan Borough of Gateshead?,No,flip_place_y
Bridges,east,Elswick,borders,Saltwell,"Bridges is east Elswick, borders Saltwell",Is Bridges east of Elswick and borders Saltwell?,Yes,no_change
Bridges,east,Elswick,borders,Saltwell,"Bridges is east Elswick, borders Saltwell",Is Bridges west of Elswick and borders Saltwell?,No,replace_dir_token
St. Pauls,south,Atherleigh,within,West Midlands Euro Region,"St. Pauls is south Atherleigh, within West Midlands Euro Region",Is St. Pauls south of Atherleigh and within West Midlands Euro Region?,Yes,no_change
St. Pauls,south,Atherleigh,within,West Midlands Euro Region,"St. Pauls is south Atherleigh, within West Midlands Euro Region",Is West Midlands Euro Region south of Atherleigh and within St. Pauls?,No,flip_place_z
St. Pauls,east,St. James's,borders,Oldbury,"St. Pauls is east St. James's, borders Oldbury",Is St. Pauls east of St. James's and borders Oldbury?,Yes,no_change
St. Pauls,east,St. James's,borders,Oldbury,"St. Pauls is east St. James's, borders Oldbury",Is St. Pauls east of St. James's and within Oldbury?,No,replace_top_token
Bramhall South and Woodford,east,Northwood,within,Metropolitan Borough of Stockport,"Bramhall South and Woodford is east Northwood, within Metropolitan Borough of Stockport",Is Bramhall South and Woodford east of Northwood and within Metropolitan Borough of Stockport?,Yes,no_change
Bramhall South and Woodford,east,Northwood,within,Metropolitan Borough of Stockport,"Bramhall South and Woodford is east Northwood, within Metropolitan Borough of Stockport",Is Bramhall South and Woodford east of Northwood and borders Metropolitan Borough of Stockport?,No,replace_top_token
Bramhall South and Woodford,south,Ashbrow,borders,Bramhall North,"Bramhall South and Woodford is south Ashbrow, borders Bramhall North",Is Bramhall South and Woodford south of Ashbrow and borders Bramhall North?,Yes,no_change
Bramhall South and Woodford,south,Ashbrow,borders,Bramhall North,"Bramhall South and Woodford is south Ashbrow, borders Bramhall North",Is Bramhall South and Woodford south of Ashbrow and within Bramhall North?,No,replace_top_token
Cheadle and Gatley,south,Wardle and West Littleborough,within,Metropolitan Borough of Stockport,"Cheadle and Gatley is south Wardle and West Littleborough, within Metropolitan Borough of Stockport",Is Cheadle and Gatley south of Wardle and West Littleborough and within Metropolitan Borough of Stockport?,Yes,no_change
Cheadle and Gatley,south,Wardle and West Littleborough,within,Metropolitan Borough of Stockport,"Cheadle and Gatley is south Wardle and West Littleborough, within Metropolitan Borough of Stockport",Is Cheadle and Gatley north of Wardle and West Littleborough and within Metropolitan Borough of Stockport?,No,replace_dir_token
Cheadle and Gatley,east,Davyhulme West,borders,Sharston,"Cheadle and Gatley is east Davyhulme West, borders Sharston",Is Cheadle and Gatley east of Davyhulme West and borders Sharston?,Yes,no_change
Cheadle and Gatley,east,Davyhulme West,borders,Sharston,"Cheadle and Gatley is east Davyhulme West, borders Sharston",Is Cheadle and Gatley west of Davyhulme West and borders Sharston?,No,replace_dir_token
Failsworth West,west,Darton East,within,North West Euro Region,"Failsworth West is west Darton East, within North West Euro Region",Is Failsworth West west of Darton East and within North West Euro Region?,Yes,no_change
Failsworth West,west,Darton East,within,North West Euro Region,"Failsworth West is west Darton East, within North West Euro Region",Is Failsworth West east of Darton East and within North West Euro Region?,No,replace_dir_token
Failsworth West,north,Holbrook,borders,Miles Platting and Newton Heath,"Failsworth West is north Holbrook, borders Miles Platting and Newton Heath",Is Failsworth West north of Holbrook and borders Miles Platting and Newton Heath?,Yes,no_change
