place1,dir,place2_Y,top,place2_Z,dis,place2_W,triplet,question,answer,transition
Silhill,west,Sherbourne Warwickshire,within,West Midlands Euro Region,distant,Doxey,"Silhill is within West Midlands Euro Region, distant to Doxey, and west of Sherbourne Warwickshire",Is Silhill within West Midlands Euro Region and distant to Doxey and west of Sherbourne Warwickshire?,Yes,no_change
Silhill,west,Sherbourne Warwickshire,within,West Midlands Euro Region,distant,Doxey,"Silhill is within West Midlands Euro Region, distant to Doxey, and west of Sherbourne Warwickshire",Is West Midlands Euro Region within Silhill and distant to Doxey and west of Sherbourne Warwickshire?,No,flip_place
Failsworth West,west,Wrenthorpe and Outwood West,within,Metropolitan Borough of Oldham,distant,Kirkstall,"Failsworth West is within Metropolitan Borough of Oldham, distant to Kirkstall, and west of Wrenthorpe and Outwood West",Is Failsworth West within Metropolitan Borough of Oldham and distant to Kirkstall and west of Wrenthorpe and Outwood West?,Yes,no_change
Failsworth West,west,Wrenthorpe and Outwood West,within,Metropolitan Borough of Oldham,distant,Kirkstall,"Failsworth West is within Metropolitan Borough of Oldham, distant to Kirkstall, and west of Wrenthorpe and Outwood West",Is Failsworth West within Metropolitan Borough of Oldham and close to Kirkstall and west of Wrenthorpe and Outwood West?,No,replace_dis_token
Urmston,west,Manor Castle,within,Trafford,distant,Saddleworth,"Urmston is within Trafford, distant to Saddleworth, and west of Manor Castle",Is Urmston within Trafford and distant to Saddleworth and west of Manor Castle?,Yes,no_change
Urmston,west,Manor Castle,within,Trafford,distant,Saddleworth,"Urmston is within Trafford, distant to Saddleworth, and west of Manor Castle",Is Urmston within Trafford and distant to Saddleworth and east of Manor Castle?,No,replace_dir_token
Clayton and Fairweather Green,west,Tong,within,Yorkshire and the Humber Euro Region,distant,Hopwood Hall,"Clayton and Fairweather Green is within Yorkshire and the Humber Euro Region, distant to Hopwood Hall, and west of Tong",Is Clayton and Fairweather Green within Yorkshire and the Humber Euro Region and distant to Hopwood Hall and west of Tong?,Yes,no_change
Clayton and Fairweather Green,west,Tong,within,Yorkshire and the Humber Euro Region,distant,Hopwood Hall,"Clayton and Fairweather Green is within Yorkshire and the Humber Euro Region, distant to Hopwood Hall, and west of Tong",Is Clayton and Fairweather Green within Yorkshire and the Humber Euro Region and distant to Hopwood Hall and east of Tong?,No,replace_dir_token
Hopwood Hall,west,Wales South Yorkshire,within,North West Euro Region,distant,Wibsey,"Hopwood Hall is within North West Euro Region, distant to Wibsey, and west of Wales South Yorkshire",Is Hopwood Hall within North West Euro Region and distant to Wibsey and west of Wales South Yorkshire?,Yes,no_change
Hopwood Hall,west,Wales South Yorkshire,within,North West Euro Region,distant,Wibsey,"Hopwood Hall is within North West Euro Region, distant to Wibsey, and west of Wales South Yorkshire",Does Hopwood Hall border North West Euro Region and distant to Wibsey and west of Wales South Yorkshire?,No,replace_top_token
Harper Green,west,Walkley,within,North West Euro Region,distant,Skircoat,"Harper Green is within North West Euro Region, distant to Skircoat, and west of Walkley",Is Harper Green within North West Euro Region and distant to Skircoat and west of Walkley?,Yes,no_change
Harper Green,west,Walkley,within,North West Euro Region,distant,Skircoat,"Harper Green is within North West Euro Region, distant to Skircoat, and west of Walkley",Is Harper Green within North West Euro Region and distant to Skircoat and east of Walkley?,No,replace_dir_token
Hoylake and Meols,west,Ford,within,Metropolitan Borough of Wirral,distant,St. Gabriels,"Hoylake and Meols is within Metropolitan Borough of Wirral, distant to St. Gabriels, and west of Ford",Is Hoylake and Meols within Metropolitan Borough of Wirral and distant to St. Gabriels and west of Ford?,Yes,no_change
Hoylake and Meols,west,Ford,within,Metropolitan Borough of Wirral,distant,St. Gabriels,"Hoylake and Meols is within Metropolitan Borough of Wirral, distant to St. Gabriels, and west of Ford",Does Hoylake and Meols border Metropolitan Borough of Wirral and distant to St. Gabriels and west of Ford?,No,replace_top_token
Alwoodley,west,Stainforth & Barnby Dun,within,County Borough of Leeds,distant,Conisbrough Parks,"Alwoodley is within County Borough of Leeds, distant to Conisbrough Parks, and west of Stainforth & Barnby Dun",Is Alwoodley within County Borough of Leeds and distant to Conisbrough Parks and west of Stainforth & Barnby Dun?,Yes,no_change
Alwoodley,west,Stainforth & Barnby Dun,within,County Borough of Leeds,distant,Conisbrough Parks,"Alwoodley is within County Borough of Leeds, distant to Conisbrough Parks, and west of Stainforth & Barnby Dun",Is Alwoodley within County Borough of Leeds and distant to Conisbrough Parks and east of Stainforth & Barnby Dun?,No,replace_dir_token
Orgreave South Yorkshire,west,Swinton,within,Sheffield,distant,Rossington,"Orgreave South Yorkshire is within Sheffield, distant to Rossington, and west of Swinton",Is Orgreave South Yorkshire within Sheffield and distant to Rossington and west of Swinton?,Yes,no_change
Orgreave South Yorkshire,west,Swinton,within,Sheffield,distant,Rossington,"Orgreave South Yorkshire is within Sheffield, distant to Rossington, and west of Swinton",Is Orgreave South Yorkshire within Sheffield and close to Rossington and west of Swinton?,No,replace_dis_token
Heaton and Lostock,west,Sprotbrough and Cusworth,within,North West Euro Region,far,Heckmondwike,"Heaton and Lostock is within North West Euro Region, far to Heckmondwike, and west of Sprotbrough and Cusworth",Is Heaton and Lostock within North West Euro Region and far to Heckmondwike and west of Sprotbrough and Cusworth?,Yes,no_change
Heaton and Lostock,west,Sprotbrough and Cusworth,within,North West Euro Region,far,Heckmondwike,"Heaton and Lostock is within North West Euro Region, far to Heckmondwike, and west of Sprotbrough and Cusworth",Is North West Euro Region within Heaton and Lostock and far to Heckmondwike and west of Sprotbrough and Cusworth?,No,flip_place
Bredbury Green and Romiley,west,Graves Park,within,Metropolitan Borough of Stockport,far,Castle Bromwich,"Bredbury Green and Romiley is within Metropolitan Borough of Stockport, far to Castle Bromwich, and west of Graves Park",Is Bredbury Green and Romiley within Metropolitan Borough of Stockport and far to Castle Bromwich and west of Graves Park?,Yes,no_change
Bredbury Green and Romiley,west,Graves Park,within,Metropolitan Borough of Stockport,far,Castle Bromwich,"Bredbury Green and Romiley is within Metropolitan Borough of Stockport, far to Castle Bromwich, and west of Graves Park",Is Bredbury Green and Romiley within Metropolitan Borough of Stockport and far to Castle Bromwich and east of Graves Park?,No,replace_dir_token
Norwood,west,Burnage,within,Metropolitan Borough of Sefton,far,Washington South,"Norwood is within Metropolitan Borough of Sefton, far to Washington South, and west of Burnage",Is Norwood within Metropolitan Borough of Sefton and far to Washington South and west of Burnage?,Yes,no_change
Norwood,west,Burnage,within,Metropolitan Borough of Sefton,far,Washington South,"Norwood is within Metropolitan Borough of Sefton, far to Washington South, and west of Burnage",Does Norwood border Metropolitan Borough of Sefton and far to Washington South and west of Burnage?,No,replace_top_token
Reddish North,west,Crofton Ryhill and Walton,within,Metropolitan Borough of Stockport,far,Whitley Bay,"Reddish North is within Metropolitan Borough of Stockport, far to Whitley Bay, and west of Crofton Ryhill and Walton",Is Reddish North within Metropolitan Borough of Stockport and far to Whitley Bay and west of Crofton Ryhill and Walton?,Yes,no_change
Reddish North,west,Crofton Ryhill and Walton,within,Metropolitan Borough of Stockport,far,Whitley Bay,"Reddish North is within Metropolitan Borough of Stockport, far to Whitley Bay, and west of Crofton Ryhill and Walton",Does Reddish North border Metropolitan Borough of Stockport and far to Whitley Bay and west of Crofton Ryhill and Walton?,No,replace_top_token
Middleton Park,west,Pontefract North,within,County Borough of Leeds,far,Shiney Row,"Middleton Park is within County Borough of Leeds, far to Shiney Row, and west of Pontefract North",Is Middleton Park within County Borough of Leeds and far to Shiney Row and west of Pontefract North?,Yes,no_change
Middleton Park,west,Pontefract North,within,County Borough of Leeds,far,Shiney Row,"Middleton Park is within County Borough of Leeds, far to Shiney Row, and west of Pontefract North",Is County Borough of Leeds within Middleton Park and far to Shiney Row and west of Pontefract North?,No,flip_place
Longbenton,west,Tynemouth,within,North Tyneside,far,Meols,"Longbenton is within North Tyneside, far to Meols, and west of Tynemouth",Is Longbenton within North Tyneside and far to Meols and west of Tynemouth?,Yes,no_change
Longbenton,west,Tynemouth,within,North Tyneside,far,Meols,"Longbenton is within North Tyneside, far to Meols, and west of Tynemouth",Is North Tyneside within Longbenton and far to Meols and west of Tynemouth?,No,flip_place
Radcliffe East,west,Almondbury,within,Metropolitan Borough of Bury,far,Stechford and Yardley North,"Radcliffe East is within Metropolitan Borough of Bury, far to Stechford and Yardley North, and west of Almondbury",Is Radcliffe East within Metropolitan Borough of Bury and far to Stechford and Yardley North and west of Almondbury?,Yes,no_change
Radcliffe East,west,Almondbury,within,Metropolitan Borough of Bury,far,Stechford and Yardley North,"Radcliffe East is within Metropolitan Borough of Bury, far to Stechford and Yardley North, and west of Almondbury",Is Metropolitan Borough of Bury within Radcliffe East and far to Stechford and Yardley North and west of Almondbury?,No,flip_place
Aspull New Springs Whelley,west,Medlock Vale,within,North West Euro Region,far,Hatfield,"Aspull New Springs Whelley is within North West Euro Region, far to Hatfield, and west of Medlock Vale",Is Aspull New Springs Whelley within North West Euro Region and far to Hatfield and west of Medlock Vale?,Yes,no_change
Aspull New Springs Whelley,west,Medlock Vale,within,North West Euro Region,far,Hatfield,"Aspull New Springs Whelley is within North West Euro Region, far to Hatfield, and west of Medlock Vale",Does Aspull New Springs Whelley border North West Euro Region and far to Hatfield and west of Medlock Vale?,No,replace_top_token
Wyke,west,Dearne North,within,Yorkshire and the Humber Euro Region,far,Picton Cheshire,"Wyke is within Yorkshire and the Humber Euro Region, far to Picton Cheshire, and west of Dearne North",Is Wyke within Yorkshire and the Humber Euro Region and far to Picton Cheshire and west of Dearne North?,Yes,no_change
Wyke,west,Dearne North,within,Yorkshire and the Humber Euro Region,far,Picton Cheshire,"Wyke is within Yorkshire and the Humber Euro Region, far to Picton Cheshire, and west of Dearne North",Does Wyke border Yorkshire and the Humber Euro Region and far to Picton Cheshire and west of Dearne North?,No,replace_top_token
Stalybridge South,west,Almondbury,within,Tameside,far,Wallasey,"Stalybridge South is within Tameside, far to Wallasey, and west of Almondbury",Is Stalybridge South within Tameside and far to Wallasey and west of Almondbury?,Yes,no_change
Stalybridge South,west,Almondbury,within,Tameside,far,Wallasey,"Stalybridge South is within Tameside, far to Wallasey, and west of Almondbury",Is Stalybridge South within Tameside and near to Wallasey and west of Almondbury?,No,replace_dis_token
Anfield,west,Hipperholme and Lightcliffe,within,North West Euro Region,far,Silverwood,"Anfield is within North West Euro Region, far to Silverwood, and west of Hipperholme and Lightcliffe",Is Anfield within North West Euro Region and far to Silverwood and west of Hipperholme and Lightcliffe?,Yes,no_change
Anfield,west,Hipperholme and Lightcliffe,within,North West Euro Region,far,Silverwood,"Anfield is within North West Euro Region, far to Silverwood, and west of Hipperholme and Lightcliffe",Is Anfield within North West Euro Region and near to Silverwood and west of Hipperholme and Lightcliffe?,No,replace_dis_token
