place1,top,place2_Y,dis,place2_Z,triplet,question,answer,transition
Ovenden,within,Calderdale,distant,Mossley,"Ovenden is within Calderdale, distant Mossley",Is Calderdale within Ovenden and distant to Mossley?,No,flip_place
Ovenden,within,Calderdale,far,Wigan West,"Ovenden is within Calderdale, far Wigan West",Is Ovenden within Calderdale and far to Wigan West?,Yes,no_change
Ovenden,within,Calderdale,far,Wigan West,"Ovenden is within Calderdale, far Wigan West",Is Ovenden within Calderdale and near to Wigan West?,No,replace_dis_token
Ovenden,borders,Illingworth and Mixenden,near,Park,"Ovenden is borders Illingworth and Mixenden, near Park",Does Ovenden borders Illingworth and Mixenden and near to Park?,Yes,no_change
Ovenden,borders,Illingworth and Mixenden,near,Park,"Ovenden is borders Illingworth and Mixenden, near Park",Is Ovenden within Illingworth and Mixenden and near to Park?,No,replace_top_token
Ovenden,borders,Illingworth and Mixenden,close,Wharfedale,"Ovenden is borders Illingworth and Mixenden, close Wharfedale",Does Ovenden borders Illingworth and Mixenden and close to Wharfedale?,Yes,no_change
Ovenden,borders,Illingworth and Mixenden,close,Wharfedale,"Ovenden is borders Illingworth and Mixenden, close Wharfedale",Does Illingworth and Mixenden borders Ovenden and close to Wharfedale?,No,flip_place
Bredbury Green and Romiley,within,Metropolitan Borough of Stockport,distant,Craven,"Bredbury Green and Romiley is within Metropolitan Borough of Stockport, distant Craven",Is Bredbury Green and Romiley within Metropolitan Borough of Stockport and distant to Craven?,Yes,no_change
Bredbury Green and Romiley,within,Metropolitan Borough of Stockport,distant,Craven,"Bredbury Green and Romiley is within Metropolitan Borough of Stockport, distant Craven",Is Metropolitan Borough of Stockport within Bredbury Green and Romiley and distant to Craven?,No,flip_place
Bredbury Green and Romiley,within,Metropolitan Borough of Stockport,far,St. Michael's,"Bredbury Green and Romiley is within Metropolitan Borough of Stockport, far St. Michael's",Is Bredbury Green and Romiley within Metropolitan Borough of Stockport and far to St. Michael's?,Yes,no_change
Bredbury Green and Romiley,within,Metropolitan Borough of Stockport,far,St. Michael's,"Bredbury Green and Romiley is within Metropolitan Borough of Stockport, far St. Michael's",Is Metropolitan Borough of Stockport within Bredbury Green and Romiley and far to St. Michael's?,No,flip_place
Bredbury Green and Romiley,borders,Bredbury and Woodley,near,Heatons South,"Bredbury Green and Romiley is borders Bredbury and Woodley, near Heatons South",Does Bredbury Green and Romiley borders Bredbury and Woodley and near to Heatons South?,Yes,no_change
Bredbury Green and Romiley,borders,Bredbury and Woodley,near,Heatons South,"Bredbury Green and Romiley is borders Bredbury and Woodley, near Heatons South",Does Bredbury and Woodley borders Bredbury Green and Romiley and near to Heatons South?,No,flip_place
Bredbury Green and Romiley,borders,Bredbury and Woodley,close,Higher Blackley,"Bredbury Green and Romiley is borders Bredbury and Woodley, close Higher Blackley",Does Bredbury Green and Romiley borders Bredbury and Woodley and close to Higher Blackley?,Yes,no_change
Bredbury Green and Romiley,borders,Bredbury and Woodley,close,Higher Blackley,"Bredbury Green and Romiley is borders Bredbury and Woodley, close Higher Blackley",Does Bredbury and Woodley borders Bredbury Green and Romiley and close to Higher Blackley?,No,flip_place
St. Michaels,within,Metropolitan Borough of Knowsley,distant,Westhoughton,"St. Michaels is within Metropolitan Borough of Knowsley, distant Westhoughton",Is St. Michaels within Metropolitan Borough of Knowsley and distant to Westhoughton?,Yes,no_change
St. Michaels,within,Metropolitan Borough of Knowsley,distant,Westhoughton,"St. Michaels is within Metropolitan Borough of Knowsley, distant Westhoughton",Is Metropolitan Borough of Knowsley within St. Michaels and distant to Westhoughton?,No,flip_place
St. Michaels,within,Metropolitan Borough of Knowsley,far,Wyke,"St. Michaels is within Metropolitan Borough of Knowsley, far Wyke",Is St. Michaels within Metropolitan Borough of Knowsley and far to Wyke?,Yes,no_change
St. Michaels,within,Metropolitan Borough of Knowsley,far,Wyke,"St. Michaels is within Metropolitan Borough of Knowsley, far Wyke",Is St. Michaels within Metropolitan Borough of Knowsley and near to Wyke?,No,replace_dis_token
St. Michaels,borders,Whiston & Cronton,near,Halewood,"St. Michaels is borders Whiston & Cronton, near Halewood",Does St. Michaels borders Whiston & Cronton and near to Halewood?,Yes,no_change
St. Michaels,borders,Whiston & Cronton,near,Halewood,"St. Michaels is borders Whiston & Cronton, near Halewood",Does St. Michaels borders Whiston & Cronton and far to Halewood?,No,replace_dis_token
St. Michaels,borders,Whiston & Cronton,close,Sudell,"St. Michaels is borders Whiston & Cronton, close Sudell",Does St. Michaels borders Whiston & Cronton and close to Sudell?,Yes,no_change
St. Michaels,borders,Whiston & Cronton,close,Sudell,"St. Michaels is borders Whiston & Cronton, close Sudell",Is St. Michaels within Whiston & Cronton and close to Sudell?,No,replace_top_token
Sedgley,within,Metropolitan Borough of Dudley,distant,Tuebrook and Stoneycroft,"Sedgley is within Metropolitan Borough of Dudley, distant Tuebrook and Stoneycroft",Is Sedgley within Metropolitan Borough of Dudley and distant to Tuebrook and Stoneycroft?,Yes,no_change
Sedgley,within,Metropolitan Borough of Dudley,distant,Tuebrook and Stoneycroft,"Sedgley is within Metropolitan Borough of Dudley, distant Tuebrook and Stoneycroft",Is Metropolitan Borough of Dudley within Sedgley and distant to Tuebrook and Stoneycroft?,No,flip_place
Sedgley,within,Metropolitan Borough of Dudley,far,Wyke,"Sedgley is within Metropolitan Borough of Dudley, far Wyke",Is Sedgley within Metropolitan Borough of Dudley and far to Wyke?,Yes,no_change
Sedgley,within,Metropolitan Borough of Dudley,far,Wyke,"Sedgley is within Metropolitan Borough of Dudley, far Wyke",Is Sedgley within Metropolitan Borough of Dudley and near to Wyke?,No,replace_dis_token
Sedgley,borders,Spring Vale,near,Tettenhall Wightwick,"Sedgley is borders Spring Vale, near Tettenhall Wightwick",Does Sedgley borders Spring Vale and near to Tettenhall Wightwick?,Yes,no_change
Sedgley,borders,Spring Vale,near,Tettenhall Wightwick,"Sedgley is borders Spring Vale, near Tettenhall Wightwick",Does Spring Vale borders Sedgley and near to Tettenhall Wightwick?,No,flip_place
Sedgley,borders,Spring Vale,close,Smethwick,"Sedgley is borders Spring Vale, close Smethwick",Does Sedgley borders Spring Vale and close to Smethwick?,Yes,no_change
Sedgley,borders,Spring Vale,close,Smethwick,"Sedgley is borders Spring Vale, close Smethwick",Is Sedgley within Spring Vale and close to Smethwick?,No,replace_top_token
Westgate,borders,Wingrove,near,Lamesley,"Westgate is borders Wingrove, near Lamesley",Does Westgate borders Wingrove and near to Lamesley?,Yes,no_change
Westgate,borders,Wingrove,near,Lamesley,"Westgate is borders Wingrove, near Lamesley",Is Westgate within Wingrove and near to Lamesley?,No,replace_top_token
Westgate,borders,Wingrove,close,Castle Eden,"Westgate is borders Wingrove, close Castle Eden",Does Westgate borders Wingrove and close to Castle Eden?,Yes,no_change
Westgate,borders,Wingrove,close,Castle Eden,"Westgate is borders Wingrove, close Castle Eden",Is Westgate within Wingrove and close to Castle Eden?,No,replace_top_token
Coseley East,within,Metropolitan Borough of Dudley,distant,Foleshill,"Coseley East is within Metropolitan Borough of Dudley, distant Foleshill",Is Coseley East within Metropolitan Borough of Dudley and distant to Foleshill?,Yes,no_change
Coseley East,within,Metropolitan Borough of Dudley,distant,Foleshill,"Coseley East is within Metropolitan Borough of Dudley, distant Foleshill",Does Coseley East borders Metropolitan Borough of Dudley and distant to Foleshill?,No,replace_top_token
Coseley East,within,Metropolitan Borough of Dudley,far,Wibsey,"Coseley East is within Metropolitan Borough of Dudley, far Wibsey",Is Coseley East within Metropolitan Borough of Dudley and far to Wibsey?,Yes,no_change
Coseley East,within,Metropolitan Borough of Dudley,far,Wibsey,"Coseley East is within Metropolitan Borough of Dudley, far Wibsey",Is Metropolitan Borough of Dudley within Coseley East and far to Wibsey?,No,flip_place
Coseley East,borders,Sedgley,near,East Park,"Coseley East is borders Sedgley, near East Park",Does Coseley East borders Sedgley and near to East Park?,Yes,no_change
Coseley East,borders,Sedgley,near,East Park,"Coseley East is borders Sedgley, near East Park",Does Sedgley borders Coseley East and near to East Park?,No,flip_place
Coseley East,borders,Sedgley,close,Rushall-Shelfield,"Coseley East is borders Sedgley, close Rushall-Shelfield",Does Coseley East borders Sedgley and close to Rushall-Shelfield?,Yes,no_change
Coseley East,borders,Sedgley,close,Rushall-Shelfield,"Coseley East is borders Sedgley, close Rushall-Shelfield",Is Coseley East within Sedgley and close to Rushall-Shelfield?,No,replace_top_token
Riverside,within,Liverpool,distant,Walkden South,"Riverside is within Liverpool, distant Walkden South",Is Riverside within Liverpool and distant to Walkden South?,Yes,no_change
Riverside,within,Liverpool,distant,Walkden South,"Riverside is within Liverpool, distant Walkden South",Is Liverpool within Riverside and distant to Walkden South?,No,flip_place
Riverside,within,Liverpool,far,Stainforth & Barnby Dun,"Riverside is within Liverpool, far Stainforth & Barnby Dun",Is Riverside within Liverpool and far to Stainforth & Barnby Dun?,Yes,no_change
Riverside,within,Liverpool,far,Stainforth & Barnby Dun,"Riverside is within Liverpool, far Stainforth & Barnby Dun",Is Liverpool within Riverside and far to Stainforth & Barnby Dun?,No,flip_place
Riverside,borders,Chirton,near,Rock Ferry,"Riverside is borders Chirton, near Rock Ferry",Does Riverside borders Chirton and near to Rock Ferry?,Yes,no_change
Riverside,borders,Chirton,near,Rock Ferry,"Riverside is borders Chirton, near Rock Ferry",Does Riverside borders Chirton and far to Rock Ferry?,No,replace_dis_token
Riverside,borders,Chirton,close,West Derby,"Riverside is borders Chirton, close West Derby",Does Riverside borders Chirton and close to West Derby?,Yes,no_change
Riverside,borders,Chirton,close,West Derby,"Riverside is borders Chirton, close West Derby",Is Riverside within Chirton and close to West Derby?,No,replace_top_token
Norwood,within,Metropolitan Borough of Sefton,distant,Rock Ferry,"Norwood is within Metropolitan Borough of Sefton, distant Rock Ferry",Is Norwood within Metropolitan Borough of Sefton and distant to Rock Ferry?,Yes,no_change
Norwood,within,Metropolitan Borough of Sefton,distant,Rock Ferry,"Norwood is within Metropolitan Borough of Sefton, distant Rock Ferry",Is Metropolitan Borough of Sefton within Norwood and distant to Rock Ferry?,No,flip_place
Norwood,within,Metropolitan Borough of Sefton,far,Orgreave South Yorkshire,"Norwood is within Metropolitan Borough of Sefton, far Orgreave South Yorkshire",Is Norwood within Metropolitan Borough of Sefton and far to Orgreave South Yorkshire?,Yes,no_change
Norwood,within,Metropolitan Borough of Sefton,far,Orgreave South Yorkshire,"Norwood is within Metropolitan Borough of Sefton, far Orgreave South Yorkshire",Is Metropolitan Borough of Sefton within Norwood and far to Orgreave South Yorkshire?,No,flip_place
Baguley,within,Manchester,distant,Sowerby Bridge,"Baguley is within Manchester, distant Sowerby Bridge",Is Baguley within Manchester and distant to Sowerby Bridge?,Yes,no_change
Baguley,within,Manchester,distant,Sowerby Bridge,"Baguley is within Manchester, distant Sowerby Bridge",Is Baguley within Manchester and close to Sowerby Bridge?,No,replace_dis_token
Baguley,within,Manchester,far,Sheldon,"Baguley is within Manchester, far Sheldon",Is Baguley within Manchester and far to Sheldon?,Yes,no_change
Baguley,within,Manchester,far,Sheldon,"Baguley is within Manchester, far Sheldon",Is Manchester within Baguley and far to Sheldon?,No,flip_place
Baguley,borders,Northenden,near,St. Mary's,"Baguley is borders Northenden, near St. Mary's",Does Baguley borders Northenden and near to St. Mary's?,Yes,no_change
Baguley,borders,Northenden,near,St. Mary's,"Baguley is borders Northenden, near St. Mary's",Does Northenden borders Baguley and near to St. Mary's?,No,flip_place
Baguley,borders,Northenden,close,Droylsden East,"Baguley is borders Northenden, close Droylsden East",Does Baguley borders Northenden and close to Droylsden East?,Yes,no_change
Baguley,borders,Northenden,close,Droylsden East,"Baguley is borders Northenden, close Droylsden East",Does Baguley borders Northenden and distant to Droylsden East?,No,replace_dis_token
