question,options,answer,option_sources,concept,top,dis,dir
Which city borders Tynemouth and is also close to South Jesmond?,"A. Monkton
B. Cullercoats
C. Tonge with the Haulgh",B. Cullercoats,"partial,correct,random",2,1,1,0
Which city is within Metropolitan Borough of Sefton and also distant to West Middleton?,"A. Sudell
B. Todmorden
C. St. Gabriels",A. Sudell,"correct,random,partial",2,1,1,0
Which city is within Metropolitan Borough of Sefton and also far to Wharfedale?,"A. South Jesmond
B. Sutton New Hall
C. Sudell",C. Sudell,"random,partial,correct",2,1,1,0
Which city borders Park and is also near to Whitefield?,"A. Merry Hill
B. Sudell
C. Great Barr with Yew Tree",B. Sudell,"partial,correct,random",2,1,1,0
Which city borders Park and is also close to Winstanley?,"A. Tettenhall Regis
B. Sudell
C. East Park",B. Sudell,"partial,correct,random",2,1,1,0
Which city is within Metropolitan Borough of Oldham and also distant to Westhoughton North and Chew Moor?,"A. Waterhead
B. Cross Gates and Whinmoor
C. Longsight",A. Waterhead,"correct,random,partial",2,1,1,0
Which city is within Metropolitan Borough of Oldham and also far to Willenhall South?,"A. Orrell
B. Waterhead
C. Stocksbridge & Upper Don",B. Waterhead,"partial,correct,random",2,1,1,0
Which city borders St. James' and is also near to Werneth?,"A. Withington
B. Coldhurst
C. Waterhead",C. Waterhead,"random,partial,correct",2,1,1,0
Which city borders St. James' and is also close to West Heywood?,"A. Waterhead
B. Rumworth
C. Wainbody",A. Waterhead,"correct,partial,random",2,1,1,0
Which city is within Metropolitan Borough of Stockport and also distant to Idle and Thackley?,"A. Barton
B. Heatons South
C. Rowley",B. Heatons South,"partial,correct,random",2,1,1,0
Which city is within Metropolitan Borough of Stockport and also far to Roman Ridge?,"A. Hyde Werneth
B. Heatons South
C. Great Lever",B. Heatons South,"partial,correct,random",2,1,1,0
Which city borders Didsbury East and is also near to Offerton Park?,"A. Hindley Green
B. Didsbury West
C. Heatons South",C. Heatons South,"random,partial,correct",2,1,1,0
Which city borders Didsbury East and is also close to Unsworth?,"A. Heatons South
B. Reddish North
C. Newsome",A. Heatons South,"correct,partial,random",2,1,1,0
Which city is within Coventry and also distant to Rowley?,"A. Pensby and Thingwall
B. Radford
C. Foleshill",B. Radford,"random,correct,partial",2,1,1,0
Which city is within Coventry and also far to Wyke?,"A. Elton
B. Cambridge
C. Radford",C. Radford,"random,partial,correct",2,1,1,0
Which city borders St. Michael's and is also near to Wainbody?,"A. Millfield
B. Acocks Green
C. Radford",C. Radford,"partial,random,correct",2,1,1,0
Which city borders St. Michael's and is also close to Chelmsley Wood?,"A. Radford
B. North Manor
C. St. Matthew's",A. Radford,"correct,random,partial",2,1,1,0
Which city is within Metropolitan Borough of Solihull and also distant to Wednesfield South?,"A. Darlaston South
B. St. Alphege
C. Hall Green",B. St. Alphege,"random,correct,partial",2,1,1,0
Which city is within Metropolitan Borough of Solihull and also far to Orgreave South Yorkshire?,"A. Henley
B. St. Alphege
C. North East",B. St. Alphege,"partial,correct,random",2,1,1,0
Which city borders Shirley East and is also near to Stechford and Yardley North?,"A. Shirley South
B. Hatfield
C. St. Alphege",C. St. Alphege,"partial,random,correct",2,1,1,0
Which city borders Shirley East and is also close to Smith's Wood?,"A. Aldridge North and Walsall Wood
B. Westwood
C. St. Alphege",C. St. Alphege,"partial,random,correct",2,1,1,0
Which city is within Manchester and also distant to Skircoat?,"A. Northenden
B. Bradshaw
C. Brighouse",A. Northenden,"correct,partial,random",2,1,1,0
Which city is within Manchester and also far to Doxey?,"A. Northenden
B. North Manor
C. Weetslade",A. Northenden,"correct,partial,random",2,1,1,0
Which city borders Cheadle and Gatley and is also near to Old Moat?,"A. Didsbury West
B. Northenden
C. Stalybridge South",B. Northenden,"partial,correct,random",2,1,1,0
Which city borders Cheadle and Gatley and is also close to St. Mary's?,"A. Northenden
B. Chorlton Park
C. Smith's Wood",A. Northenden,"correct,partial,random",2,1,1,0
Which city is within Manchester and also distant to Sowerby Bridge?,"A. Dukinfield Stalybridge
B. Heald Green
C. Harpurhey",C. Harpurhey,"random,partial,correct",2,1,1,0
Which city is within Manchester and also far to Langley?,"A. Crumpsall
B. East Ecclesfield
C. Harpurhey",C. Harpurhey,"partial,random,correct",2,1,1,0
Which city borders Charlestown and is also near to Irwell Riverside?,"A. East Middleton
B. Whalley Range
C. Harpurhey",C. Harpurhey,"partial,random,correct",2,1,1,0
Which city borders Charlestown and is also close to Tyldesley?,"A. Cheetham
B. Harpurhey
C. Davyhulme East",B. Harpurhey,"partial,correct,random",2,1,1,0
Which city is within Metropolitan Borough of Barnsley and also distant to Dewsbury South?,"A. Dearne South
B. Bredbury and Woodley
C. Riverside",A. Dearne South,"correct,partial,random",2,1,1,0
Which city is within Metropolitan Borough of Barnsley and also far to Heald Green?,"A. Bowling and Barkerend
B. Ford
C. Dearne South",C. Dearne South,"random,partial,correct",2,1,1,0
Which city borders Sprotbrough and Cusworth and is also near to Mexborough?,"A. South Elmsall and South Kirkby
B. Shiney Row
C. Dearne South",C. Dearne South,"partial,random,correct",2,1,1,0
Which city borders Sprotbrough and Cusworth and is also close to Rossington?,"A. Ackworth North Elmsall and Upton
B. Brierley Hill
C. Dearne South",C. Dearne South,"partial,random,correct",2,1,1,0
Which city is within Yorkshire and the Humber Euro Region and also distant to Shaw?,"A. Dewsbury South
B. Richmond
C. Rothwell",A. Dewsbury South,"correct,partial,random",2,1,1,0
Which city is within Yorkshire and the Humber Euro Region and also far to Winlaton and High Spen?,"A. Bramhall South and Woodford
B. Spring Vale
C. Dewsbury South",C. Dewsbury South,"random,partial,correct",2,1,1,0
Which city borders Wakefield Rural and is also near to Dewsbury West?,"A. Dewsbury South
B. Batley East
C. Cherryfield",A. Dewsbury South,"correct,partial,random",2,1,1,0
Which city borders Wakefield Rural and is also close to Town?,"A. Dewsbury South
B. Bingley
C. Armthorpe",A. Dewsbury South,"correct,partial,random",2,1,1,0
Which city is within West Midlands Euro Region and also distant to Foleshill?,"A. Ettingshall
B. Gornal
C. Metropolitan Borough of Barnsley",A. Ettingshall,"correct,partial,random",2,1,1,0
Which city is within West Midlands Euro Region and also far to St. Mary's?,"A. Ettingshall
B. Failsworth East
C. Old Swan",A. Ettingshall,"correct,partial,random",2,1,1,0
Which city borders Spring Vale and is also near to Park?,"A. Ovenden
B. Kensington and Fairfield
C. Ettingshall",C. Ettingshall,"partial,random,correct",2,1,1,0
Which city borders Spring Vale and is also close to Norton?,"A. Tettenhall Regis
B. Ettingshall
C. Birchills Leamore",B. Ettingshall,"random,correct,partial",2,1,1,0
Which city is within North West Euro Region and also distant to Healey?,"A. Bramhall North
B. Didsbury West
C. Norris Green",A. Bramhall North,"correct,random,partial",2,1,1,0
Which city is within North West Euro Region and also far to Maltby South Yorkshire?,"A. Wakefield South
B. Bramhall North
C. Wyken",B. Bramhall North,"random,correct,partial",2,1,1,0
Which city borders Bramhall South and Woodford and is also near to Reddish South?,"A. Cheadle Hulme North
B. Morley West Yorkshire
C. Bramhall North",C. Bramhall North,"partial,random,correct",2,1,1,0
Which city borders Bramhall South and Woodford and is also close to Crumpsall?,"A. Colne Valley
B. Bramhall North
C. Metropolitan Borough of Wirral",B. Bramhall North,"partial,correct,random",2,1,1,0
Which city is within North West Euro Region and also distant to Astley Village?,"A. Hyde Newton
B. Derby
C. Longdendale",B. Derby,"random,correct,partial",2,1,1,0
Which city is within North West Euro Region and also far to Edgeley and Cheadle Heath?,"A. Lye and Stourbridge North
B. Amblecote
C. Derby",C. Derby,"random,partial,correct",2,1,1,0
Which city borders Linacre and is also near to Princes Park?,"A. Derby
B. Firth Park
C. County",A. Derby,"correct,random,partial",2,1,1,0
Which city borders Linacre and is also close to St. Michaels?,"A. Bebington
B. Derby
C. Dinnington St. John's",B. Derby,"partial,correct,random",2,1,1,0
Which city is within North West Euro Region and also distant to Denton South?,"A. Dukinfield Stalybridge
B. Illingworth and Mixenden
C. Abram",C. Abram,"partial,random,correct",2,1,1,0
Which city is within North West Euro Region and also far to Beauchief & Greenhill?,"A. Mossley Hill
B. Abram
C. Bournville",B. Abram,"partial,correct,random",2,1,1,0
Which city borders Leigh West and is also near to Bryn?,"A. Failsworth East
B. Abram
C. Douglas",B. Abram,"random,correct,partial",2,1,1,0
Which city borders Leigh West and is also close to Parr?,"A. Fazakerley
B. Golborne and Lowton West
C. Abram",C. Abram,"partial,random,correct",2,1,1,0
Which city is within Metropolitan Borough of Wirral and also distant to Bryn?,"A. Stalybridge South
B. Oxton
C. Seacombe",C. Seacombe,"partial,random,correct",2,1,1,0
Which city is within Metropolitan Borough of Wirral and also far to Washington North?,"A. Castle and Priory
B. Seacombe
C. Roby",B. Seacombe,"partial,correct,random",2,1,1,0
Which city borders Birkenhead and Tranmere and is also near to Upton?,"A. Prenton
B. Lozells and East Handsworth
C. Seacombe",C. Seacombe,"partial,random,correct",2,1,1,0
Which city borders Birkenhead and Tranmere and is also close to Victoria?,"A. Northwood
B. Seacombe
C. Sharston",B. Seacombe,"partial,correct,random",2,1,1,0
Which city is within West Midlands Euro Region and also distant to Holbrook?,"A. Foleshill
B. Finstall
C. Handsworth Wood",C. Handsworth Wood,"partial,random,correct",2,1,1,0
Which city is within West Midlands Euro Region and also far to Bryn?,"A. Wetherby
B. Handsworth Wood
C. Hipperholme and Lightcliffe",B. Handsworth Wood,"random,correct,partial",2,1,1,0
Which city borders Perry Barr and is also near to Stockland Green?,"A. Edenthorpe
B. Oscott
C. Handsworth Wood",C. Handsworth Wood,"random,partial,correct",2,1,1,0
Which city borders Perry Barr and is also close to Shirley South?,"A. Paddock
B. Orgreave South Yorkshire
C. Handsworth Wood",C. Handsworth Wood,"partial,random,correct",2,1,1,0
Which city is within West Midlands Euro Region and also distant to Tettenhall Regis?,"A. Beacon and Bents
B. South Yardley
C. Blakenhall",B. South Yardley,"random,correct,partial",2,1,1,0
Which city is within West Midlands Euro Region and also far to Wigan West?,"A. South Yardley
B. Shevington
C. Hendon",A. South Yardley,"correct,random,partial",2,1,1,0
Which city borders Nechells and is also near to Stockland Green?,"A. Sparkbrook
B. South Yardley
C. Collingwood",B. South Yardley,"partial,correct,random",2,1,1,0
Which city borders Nechells and is also close to Chelmsley Wood?,"A. Washwood Heath
B. South Yardley
C. Spring Vale",B. South Yardley,"partial,correct,random",2,1,1,0
Which city is within Yorkshire and the Humber Euro Region and also distant to St. Mary's?,"A. Castleton
B. Cressington
C. Penistone East",C. Penistone East,"random,partial,correct",2,1,1,0
Which city is within Yorkshire and the Humber Euro Region and also far to Wednesbury South?,"A. Penistone East
B. Swanside
C. Clubmoor",A. Penistone East,"correct,random,partial",2,1,1,0
Which city borders Dodworth and is also near to Orgreave South Yorkshire?,"A. Penistone East
B. Shiregreen & Brightside
C. St. Helens",A. Penistone East,"correct,partial,random",2,1,1,0
Which city borders Dodworth and is also close to Wrenthorpe and Outwood West?,"A. Penistone East
B. City
C. Walkden North",A. Penistone East,"correct,partial,random",2,1,1,0
Which city is within Sandwell and also distant to Whoberley?,"A. Litherland
B. Brownhills
C. Oldbury",C. Oldbury,"random,partial,correct",2,1,1,0
Which city is within Sandwell and also far to Prescot?,"A. Dearne South
B. Manningham
C. Oldbury",C. Oldbury,"random,partial,correct",2,1,1,0
Which city borders St. Pauls and is also near to Finstall?,"A. Oldbury
B. Shaw
C. Lozells and East Handsworth",A. Oldbury,"correct,random,partial",2,1,1,0
Which city borders St. Pauls and is also close to Oscott?,"A. Oldbury
B. Ashbrow
C. Hateley Heath",A. Oldbury,"correct,random,partial",2,1,1,0
Which city is within Kirklees and also distant to North East?,"A. Dewsbury South
B. Almondbury
C. Crompton",B. Almondbury,"random,correct,partial",2,1,1,0
Which city is within Kirklees and also far to Cheylesmore?,"A. Ashton upon Mersey
B. Almondbury
C. Woodhouse",B. Almondbury,"partial,correct,random",2,1,1,0
Which city borders Kirkburton and is also near to Dalton?,"A. Holme Valley
B. Langley
C. Almondbury",C. Almondbury,"partial,random,correct",2,1,1,0
Which city borders Kirkburton and is also close to Horbury and South Ossett?,"A. Almondbury
B. Metropolitan Borough of Bury
C. City and Hunslet",A. Almondbury,"correct,random,partial",2,1,1,0
Which city is within North West Euro Region and also distant to Hindley?,"A. Moorside
B. Gorton South
C. Great Lever",B. Gorton South,"random,correct,partial",2,1,1,0
Which city is within North West Euro Region and also far to Stainforth & Barnby Dun?,"A. Marple South
B. Bede
C. Gorton South",C. Gorton South,"partial,random,correct",2,1,1,0
Which city borders Longsight and is also near to Heatons North?,"A. Guiseley and Rawdon
B. Gorton South
C. Didsbury East",B. Gorton South,"random,correct,partial",2,1,1,0
Which city borders Longsight and is also close to Hale Barns?,"A. St. Oswald
B. Gorton South
C. Denton South",B. Gorton South,"random,correct,partial",2,1,1,0
Which city is within North East Euro Region and also distant to Lemington?,"A. Horsley Hill
B. Hebburn South
C. Ordsall",A. Horsley Hill,"correct,partial,random",2,1,1,0
Which city is within North East Euro Region and also far to Stepping Hill?,"A. Horsley Hill
B. Bingley
C. Northfield",A. Horsley Hill,"correct,random,partial",2,1,1,0
Which city borders Whitburn and Marsden and is also near to Westoe?,"A. Harton
B. Claremont
C. Horsley Hill",C. Horsley Hill,"partial,random,correct",2,1,1,0
Which city borders Whitburn and Marsden and is also close to Howdon?,"A. Ramsbottom
B. Horsley Hill
C. Camperdown",B. Horsley Hill,"random,correct,partial",2,1,1,0
Which city is within Tameside and also distant to Radcliffe West?,"A. Dukinfield Stalybridge
B. Princes Park
C. South Jesmond",A. Dukinfield Stalybridge,"correct,partial,random",2,1,1,0
Which city is within Tameside and also far to Stechford and Yardley North?,"A. Dukinfield Stalybridge
B. High Fell
C. Higher Blackley",A. Dukinfield Stalybridge,"correct,partial,random",2,1,1,0
Which city borders Stalybridge South and is also near to Hyde Werneth?,"A. Graiseley
B. Dukinfield Stalybridge
C. Denton South",B. Dukinfield Stalybridge,"random,correct,partial",2,1,1,0
Which city borders Stalybridge South and is also close to Longford?,"A. Dukinfield Stalybridge
B. Bushbury South and Low Hill
C. Hyde Werneth",A. Dukinfield Stalybridge,"correct,random,partial",2,1,1,0
