place1,dis,place2_Y,dir,place2_Z,triplet,question,options,answer,option_sources
Whalley Range,far,Wickersley,north,Hateley Heath,"Whalley Range is far Wickersley, north Hateley Heath",Which city is far to Wickersley and also north from Hateley Heath?,"A. Smithills
B. Whalley Range
C. Swinton South",B. Whalley Range,"random,correct,partial"
Silksworth,near,Hetton-le-Hole,south,Harton,"Silksworth is near Hetton-le-Hole, south Harton",Which city is near to Hetton-le-Hole and also south from Harton?,"A. Silksworth
B. Baildon
C. Childwall",A. Silksworth,"correct,partial,random"
Silksworth,close,Whiteleas,north,Hillsborough,"Silksworth is close Whiteleas, north Hillsborough",Which city is close to Whiteleas and also north from Hillsborough?,"A. Chirton
B. Silksworth
C. Washwood Heath",B. Silksworth,"partial,correct,random"
Silksworth,distant,Blakelaw and North Fenham,east,Whickham North,"Silksworth is distant Blakelaw and North Fenham, east Whickham North",Which city is distant to Blakelaw and North Fenham and also east from Whickham North?,"A. Silksworth
B. Castleford Central and Glasshoughton
C. Cleadon and East Boldon",A. Silksworth,"correct,random,partial"
Silksworth,far,Bickenhill,west,Ryhope,"Silksworth is far Bickenhill, west Ryhope",Which city is far to Bickenhill and also west from Ryhope?,"A. Heald Green
B. Silksworth
C. Saltwell",B. Silksworth,"random,correct,partial"
Moss Side,near,Whalley Range,south,Benton,"Moss Side is near Whalley Range, south Benton",Which city is near to Whalley Range and also south from Benton?,"A. Norwood
B. St. James's
C. Moss Side",C. Moss Side,"partial,random,correct"
Moss Side,close,Reddish South,west,Pontefract South,"Moss Side is close Reddish South, west Pontefract South",Which city is close to Reddish South and also west from Pontefract South?,"A. Moss Side
B. Brinnington and Central
C. Redvales",A. Moss Side,"correct,random,partial"
Moss Side,distant,Wakefield Rural,north,Cheadle Hulme North,"Moss Side is distant Wakefield Rural, north Cheadle Hulme North",Which city is distant to Wakefield Rural and also north from Cheadle Hulme North?,"A. Chadderton North
B. Shiney Row
C. Moss Side",C. Moss Side,"random,partial,correct"
Moss Side,far,Dinnington St. John's,east,Wallasey,"Moss Side is far Dinnington St. John's, east Wallasey",Which city is far to Dinnington St. John's and also east from Wallasey?,"A. Prescot South
B. Norton
C. Moss Side",C. Moss Side,"random,partial,correct"
Coseley East,near,Heath Town,west,Streetly,"Coseley East is near Heath Town, west Streetly",Which city is near to Heath Town and also west from Streetly?,"A. Lemington
B. Coseley East
C. Fallings Park",B. Coseley East,"random,correct,partial"
Coseley East,close,Tyburn,south,Whickham North,"Coseley East is close Tyburn, south Whickham North",Which city is close to Tyburn and also south from Whickham North?,"A. Coseley East
B. Hayley Green and Cradley South
C. Royton North",A. Coseley East,"correct,random,partial"
Coseley East,distant,Wyken,north,Bournville,"Coseley East is distant Wyken, north Bournville",Which city is distant to Wyken and also north from Bournville?,"A. Tynemouth
B. Coseley East
C. Ashbrow",B. Coseley East,"random,correct,partial"
Coseley East,far,North Heaton,east,Gornal,"Coseley East is far North Heaton, east Gornal",Which city is far to North Heaton and also east from Gornal?,"A. Miles Platting and Newton Heath
B. Bablake
C. Coseley East",C. Coseley East,"partial,random,correct"
Fellgate and Hedworth,near,Shiney Row,north,Bowling and Barkerend,"Fellgate and Hedworth is near Shiney Row, north Bowling and Barkerend",Which city is near to Shiney Row and also north from Bowling and Barkerend?,"A. Washington Central
B. Calverley and Farsley
C. Fellgate and Hedworth",C. Fellgate and Hedworth,"partial,random,correct"
Fellgate and Hedworth,close,Westgate,east,Lemington,"Fellgate and Hedworth is close Westgate, east Lemington",Which city is close to Westgate and also east from Lemington?,"A. Fellgate and Hedworth
B. Parklands
C. Edgbaston",A. Fellgate and Hedworth,"correct,partial,random"
Fellgate and Hedworth,far,Sudell,west,Boldon Colliery,"Fellgate and Hedworth is far Sudell, west Boldon Colliery",Which city is far to Sudell and also west from Boldon Colliery?,"A. Fellgate and Hedworth
B. Penn
C. Upper Gornal and Woodsetton",A. Fellgate and Hedworth,"correct,partial,random"
Doxford,near,Pallion,north,Wordsley,"Doxford is near Pallion, north Wordsley",Which city is near to Pallion and also north from Wordsley?,"A. City
B. Doxford
C. Elton",B. Doxford,"random,correct,partial"
Doxford,close,Elswick,south,St. Anne's,"Doxford is close Elswick, south St. Anne's",Which city is close to Elswick and also south from St. Anne's?,"A. Leasowe and Moreton East
B. East Ecclesfield
C. Doxford",C. Doxford,"random,partial,correct"
Doxford,distant,Newburn,east,Shiney Row,"Doxford is distant Newburn, east Shiney Row",Which city is distant to Newburn and also east from Shiney Row?,"A. Nechells
B. Harton
C. Doxford",C. Doxford,"random,partial,correct"
Doxford,far,Stockbridge,west,Ryhope,"Doxford is far Stockbridge, west Ryhope",Which city is far to Stockbridge and also west from Ryhope?,"A. Kingstanding
B. Doxford
C. Seacombe",B. Doxford,"partial,correct,random"
Charlestown,near,Harpurhey,north,Stockland Green,"Charlestown is near Harpurhey, north Stockland Green",Which city is near to Harpurhey and also north from Stockland Green?,"A. Charlestown
B. Bowdon
C. Otley and Yeadon",A. Charlestown,"correct,random,partial"
Charlestown,close,Winton,south,Idle and Thackley,"Charlestown is close Winton, south Idle and Thackley",Which city is close to Winton and also south from Idle and Thackley?,"A. Charlestown
B. Kirkburton
C. Prenton",A. Charlestown,"correct,partial,random"
Charlestown,distant,Wakefield North,west,Hellaby,"Charlestown is distant Wakefield North, west Hellaby",Which city is distant to Wakefield North and also west from Hellaby?,"A. Baildon
B. Leigh South
C. Charlestown",C. Charlestown,"random,partial,correct"
Charlestown,far,Cross Gates and Whinmoor,east,Davyhulme East,"Charlestown is far Cross Gates and Whinmoor, east Davyhulme East",Which city is far to Cross Gates and Whinmoor and also east from Davyhulme East?,"A. Stepping Hill
B. Charlestown
C. Orrell",B. Charlestown,"partial,correct,random"
Pontefract North,near,Normanton West Yorkshire,south,Alwoodley,"Pontefract North is near Normanton West Yorkshire, south Alwoodley",Which city is near to Normanton West Yorkshire and also south from Alwoodley?,"A. Pontefract North
B. Gipton and Harehills
C. Wickersley",A. Pontefract North,"correct,partial,random"
Pontefract North,close,Swinton,north,Abbey,"Pontefract North is close Swinton, north Abbey",Which city is close to Swinton and also north from Abbey?,"A. Willenhall South
B. Pontefract North
C. St. Helens",B. Pontefract North,"partial,correct,random"
Pontefract North,distant,Thornton and Allerton,east,Northowram and Shelf,"Pontefract North is distant Thornton and Allerton, east Northowram and Shelf",Which city is distant to Thornton and Allerton and also east from Northowram and Shelf?,"A. Pontefract North
B. Rotherham West
C. St. James'",A. Pontefract North,"correct,random,partial"
Pontefract North,far,Smethwick,west,Hatfield,"Pontefract North is far Smethwick, west Hatfield",Which city is far to Smethwick and also west from Hatfield?,"A. Wakefield South
B. Pontefract North
C. Smallbridge and Firgrove",B. Pontefract North,"partial,correct,random"
Todmorden,distant,Windle St Helens,east,Oxton,"Todmorden is distant Windle St Helens, east Oxton",Which city is distant to Windle St Helens and also east from Oxton?,"A. Failsworth East
B. Todmorden
C. Sprotbrough and Cusworth",B. Todmorden,"partial,correct,random"
Todmorden,far,Blakelaw and North Fenham,north,Ladywood,"Todmorden is far Blakelaw and North Fenham, north Ladywood",Which city is far to Blakelaw and North Fenham and also north from Ladywood?,"A. Old Warley
B. Todmorden
C. Harington",B. Todmorden,"partial,correct,random"
Balderstone and Kirkholt,near,Chadderton North,east,Central,"Balderstone and Kirkholt is near Chadderton North, east Central",Which city is near to Chadderton North and also east from Central?,"A. Atherton
B. Balderstone and Kirkholt
C. Adel and Wharfedale",B. Balderstone and Kirkholt,"partial,correct,random"
Balderstone and Kirkholt,close,East,south,Castle,"Balderstone and Kirkholt is close East, south Castle",Which city is close to East and also south from Castle?,"A. Edgeley and Cheadle Heath
B. Balderstone and Kirkholt
C. Shirley West",B. Balderstone and Kirkholt,"random,correct,partial"
Balderstone and Kirkholt,distant,Halewood,north,Langley,"Balderstone and Kirkholt is distant Halewood, north Langley",Which city is distant to Halewood and also north from Langley?,"A. Balderstone and Kirkholt
B. Airedale and Ferry Fryston
C. Reddish South",A. Balderstone and Kirkholt,"correct,partial,random"
Balderstone and Kirkholt,far,Washington East,west,City,"Balderstone and Kirkholt is far Washington East, west City",Which city is far to Washington East and also west from City?,"A. Northowram and Shelf
B. Balderstone and Kirkholt
C. Southey",B. Balderstone and Kirkholt,"partial,correct,random"
Village,near,Woodhouse Park,east,St. Gabriels,"Village is near Woodhouse Park, east St. Gabriels",Which city is near to Woodhouse Park and also east from St. Gabriels?,"A. Royds
B. Village
C. Rusholme",B. Village,"random,correct,partial"
Village,close,Offerton Park,north,Westwood,"Village is close Offerton Park, north Westwood",Which city is close to Offerton Park and also north from Westwood?,"A. Swinton
B. Village
C. Craven",B. Village,"partial,correct,random"
Village,distant,Wavertree,south,Monkseaton North,"Village is distant Wavertree, south Monkseaton North",Which city is distant to Wavertree and also south from Monkseaton North?,"A. Erdington
B. Village
C. Spring Vale",B. Village,"random,correct,partial"
Village,far,Westgate,west,Ardsley and Robin Hood,"Village is far Westgate, west Ardsley and Robin Hood",Which city is far to Westgate and also west from Ardsley and Robin Hood?,"A. Village
B. Swinton South
C. Collingwood",A. Village,"correct,partial,random"
Chopwell and Rowlands Gill,near,Lemington,north,Holme Valley North,"Chopwell and Rowlands Gill is near Lemington, north Holme Valley North",Which city is near to Lemington and also north from Holme Valley North?,"A. Ryhope
B. Chopwell and Rowlands Gill
C. Denton South",B. Chopwell and Rowlands Gill,"partial,correct,random"
Chopwell and Rowlands Gill,close,Killingworth,west,Tynemouth,"Chopwell and Rowlands Gill is close Killingworth, west Tynemouth",Which city is close to Killingworth and also west from Tynemouth?,"A. Dunston and Teams
B. Chopwell and Rowlands Gill
C. Heald Green",B. Chopwell and Rowlands Gill,"partial,correct,random"
Chopwell and Rowlands Gill,distant,Copt Hill,south,Lemington,"Chopwell and Rowlands Gill is distant Copt Hill, south Lemington",Which city is distant to Copt Hill and also south from Lemington?,"A. Edlington & Warmsworth
B. Droylsden East
C. Chopwell and Rowlands Gill",C. Chopwell and Rowlands Gill,"random,partial,correct"
Knottingley,near,Pontefract South,east,Rothwell,"Knottingley is near Pontefract South, east Rothwell",Which city is near to Pontefract South and also east from Rothwell?,"A. Knottingley
B. Pontefract North
C. Bushbury North",A. Knottingley,"correct,partial,random"
Knottingley,close,Finningley,north,Kingstanding,"Knottingley is close Finningley, north Kingstanding",Which city is close to Finningley and also north from Kingstanding?,"A. Graiseley
B. Werneth
C. Knottingley",C. Knottingley,"random,partial,correct"
Knottingley,distant,Southey,south,Camperdown,"Knottingley is distant Southey, south Camperdown",Which city is distant to Southey and also south from Camperdown?,"A. Rother Vale
B. Knottingley
C. Normanton West Yorkshire",B. Knottingley,"random,correct,partial"
Knottingley,far,Perry Barr,west,Hatfield,"Knottingley is far Perry Barr, west Hatfield",Which city is far to Perry Barr and also west from Hatfield?,"A. Pontefract South
B. Knottingley
C. Clatterbridge",B. Knottingley,"partial,correct,random"
Wibsey,near,Windhill and Wrose,south,Windy Nook and Whitehills,"Wibsey is near Windhill and Wrose, south Windy Nook and Whitehills",Which city is near to Windhill and Wrose and also south from Windy Nook and Whitehills?,"A. Woolton
B. Wibsey
C. Shirley South",B. Wibsey,"random,correct,partial"
Wibsey,close,Mirfield,north,Longford,"Wibsey is close Mirfield, north Longford",Which city is close to Mirfield and also north from Longford?,"A. Wibsey
B. Bradford Moor
C. St. Oswald",A. Wibsey,"correct,partial,random"
Wibsey,distant,Armthorpe,east,Illingworth and Mixenden,"Wibsey is distant Armthorpe, east Illingworth and Mixenden",Which city is distant to Armthorpe and also east from Illingworth and Mixenden?,"A. Wibsey
B. Tividale
C. Dodworth",A. Wibsey,"correct,random,partial"
Wibsey,far,Willenhall North,west,Wakefield East,"Wibsey is far Willenhall North, west Wakefield East",Which city is far to Willenhall North and also west from Wakefield East?,"A. Bamford
B. Atherleigh
C. Wibsey",C. Wibsey,"random,partial,correct"
Smethwick,near,Finstall,south,Broomhill & Sharrow Vale,"Smethwick is near Finstall, south Broomhill & Sharrow Vale",Which city is near to Finstall and also south from Broomhill & Sharrow Vale?,"A. Smethwick
B. Tyburn
C. Friar Park",A. Smethwick,"correct,random,partial"
Smethwick,close,Chelmsley Wood,west,Henley,"Smethwick is close Chelmsley Wood, west Henley",Which city is close to Chelmsley Wood and also west from Henley?,"A. Bartley Green
B. Blythe
C. Smethwick",C. Smethwick,"partial,random,correct"
Smethwick,distant,Wainbody,north,Bartley Green,"Smethwick is distant Wainbody, north Bartley Green",Which city is distant to Wainbody and also north from Bartley Green?,"A. Soho
B. Harton
C. Smethwick",C. Smethwick,"random,partial,correct"
Smethwick,far,Town,east,Graiseley,"Smethwick is far Town, east Graiseley",Which city is far to Town and also east from Graiseley?,"A. Worth Valley
B. Smethwick
C. Chadderton South",B. Smethwick,"random,correct,partial"
