place1,top,place2_Y,dis,place2_Z,triplet,question,options,answer,option_sources
Bramhall North,borders,Bramhall South and Woodford,near,Reddish South,"Bramhall North is borders Bramhall South and Woodford, near Reddish South",Which city borders Bramhall South and Woodford and is also near to Reddish South?,"A. Cheadle Hulme North
B. Morley West Yorkshire
C. Bramhall North",C. Bramhall North,"partial,random,correct"
Bramhall North,borders,Bramhall South and Woodford,close,Crumpsall,"Bramhall North is borders Bramhall South and Woodford, close Crumpsall",Which city borders Bramhall South and Woodford and is also close to Crumpsall?,"A. Colne Valley
B. Bramhall North
C. Metropolitan Borough of Wirral",B. Bramhall North,"partial,correct,random"
Derby,within,North West Euro Region,distant,Astley Village,"Derby is within North West Euro Region, distant Astley Village",Which city is within North West Euro Region and also distant to Astley Village?,"A. Hyde Newton
B. Derby
C. Longdendale",B. Derby,"random,correct,partial"
Derby,within,North West Euro Region,far,Edgeley and Cheadle Heath,"Derby is within North West Euro Region, far Edgeley and Cheadle Heath",Which city is within North West Euro Region and also far to Edgeley and Cheadle Heath?,"A. Lye and Stourbridge North
B. Amblecote
C. Derby",C. Derby,"random,partial,correct"
Derby,borders,Linacre,near,Princes Park,"Derby is borders Linacre, near Princes Park",Which city borders Linacre and is also near to Princes Park?,"A. Derby
B. Firth Park
C. County",A. Derby,"correct,random,partial"
Derby,borders,Linacre,close,St. Michaels,"Derby is borders Linacre, close St. Michaels",Which city borders Linacre and is also close to St. Michaels?,"A. Bebington
B. Derby
C. Dinnington St. John's",B. Derby,"partial,correct,random"
Abram,within,North West Euro Region,distant,Denton South,"Abram is within North West Euro Region, distant Denton South",Which city is within North West Euro Region and also distant to Denton South?,"A. Dukinfield Stalybridge
B. Illingworth and Mixenden
C. Abram",C. Abram,"partial,random,correct"
Abram,within,North West Euro Region,far,Beauchief & Greenhill,"Abram is within North West Euro Region, far Beauchief & Greenhill",Which city is within North West Euro Region and also far to Beauchief & Greenhill?,"A. Mossley Hill
B. Abram
C. Bournville",B. Abram,"partial,correct,random"
Abram,borders,Leigh West,near,Bryn,"Abram is borders Leigh West, near Bryn",Which city borders Leigh West and is also near to Bryn?,"A. Failsworth East
B. Abram
C. Douglas",B. Abram,"random,correct,partial"
Abram,borders,Leigh West,close,Parr,"Abram is borders Leigh West, close Parr",Which city borders Leigh West and is also close to Parr?,"A. Fazakerley
B. Golborne and Lowton West
C. Abram",C. Abram,"partial,random,correct"
Seacombe,within,Metropolitan Borough of Wirral,distant,Bryn,"Seacombe is within Metropolitan Borough of Wirral, distant Bryn",Which city is within Metropolitan Borough of Wirral and also distant to Bryn?,"A. Stalybridge South
B. Oxton
C. Seacombe",C. Seacombe,"partial,random,correct"
Seacombe,within,Metropolitan Borough of Wirral,far,Washington North,"Seacombe is within Metropolitan Borough of Wirral, far Washington North",Which city is within Metropolitan Borough of Wirral and also far to Washington North?,"A. Castle and Priory
B. Seacombe
C. Roby",B. Seacombe,"partial,correct,random"
Seacombe,borders,Birkenhead and Tranmere,near,Upton,"Seacombe is borders Birkenhead and Tranmere, near Upton",Which city borders Birkenhead and Tranmere and is also near to Upton?,"A. Prenton
B. Lozells and East Handsworth
C. Seacombe",C. Seacombe,"partial,random,correct"
Seacombe,borders,Birkenhead and Tranmere,close,Victoria,"Seacombe is borders Birkenhead and Tranmere, close Victoria",Which city borders Birkenhead and Tranmere and is also close to Victoria?,"A. Northwood
B. Seacombe
C. Sharston",B. Seacombe,"partial,correct,random"
Handsworth Wood,within,West Midlands Euro Region,distant,Holbrook,"Handsworth Wood is within West Midlands Euro Region, distant Holbrook",Which city is within West Midlands Euro Region and also distant to Holbrook?,"A. Foleshill
B. Finstall
C. Handsworth Wood",C. Handsworth Wood,"partial,random,correct"
Handsworth Wood,within,West Midlands Euro Region,far,Bryn,"Handsworth Wood is within West Midlands Euro Region, far Bryn",Which city is within West Midlands Euro Region and also far to Bryn?,"A. Wetherby
B. Handsworth Wood
C. Hipperholme and Lightcliffe",B. Handsworth Wood,"random,correct,partial"
Handsworth Wood,borders,Perry Barr,near,Stockland Green,"Handsworth Wood is borders Perry Barr, near Stockland Green",Which city borders Perry Barr and is also near to Stockland Green?,"A. Edenthorpe
B. Oscott
C. Handsworth Wood",C. Handsworth Wood,"random,partial,correct"
Handsworth Wood,borders,Perry Barr,close,Shirley South,"Handsworth Wood is borders Perry Barr, close Shirley South",Which city borders Perry Barr and is also close to Shirley South?,"A. Paddock
B. Orgreave South Yorkshire
C. Handsworth Wood",C. Handsworth Wood,"partial,random,correct"
South Yardley,within,West Midlands Euro Region,distant,Tettenhall Regis,"South Yardley is within West Midlands Euro Region, distant Tettenhall Regis",Which city is within West Midlands Euro Region and also distant to Tettenhall Regis?,"A. Beacon and Bents
B. South Yardley
C. Blakenhall",B. South Yardley,"random,correct,partial"
South Yardley,within,West Midlands Euro Region,far,Wigan West,"South Yardley is within West Midlands Euro Region, far Wigan West",Which city is within West Midlands Euro Region and also far to Wigan West?,"A. South Yardley
B. Shevington
C. Hendon",A. South Yardley,"correct,random,partial"
South Yardley,borders,Nechells,near,Stockland Green,"South Yardley is borders Nechells, near Stockland Green",Which city borders Nechells and is also near to Stockland Green?,"A. Sparkbrook
B. South Yardley
C. Collingwood",B. South Yardley,"partial,correct,random"
South Yardley,borders,Nechells,close,Chelmsley Wood,"South Yardley is borders Nechells, close Chelmsley Wood",Which city borders Nechells and is also close to Chelmsley Wood?,"A. Washwood Heath
B. South Yardley
C. Spring Vale",B. South Yardley,"partial,correct,random"
Penistone East,within,Yorkshire and the Humber Euro Region,distant,St. Mary's,"Penistone East is within Yorkshire and the Humber Euro Region, distant St. Mary's",Which city is within Yorkshire and the Humber Euro Region and also distant to St. Mary's?,"A. Castleton
B. Cressington
C. Penistone East",C. Penistone East,"random,partial,correct"
Penistone East,within,Yorkshire and the Humber Euro Region,far,Wednesbury South,"Penistone East is within Yorkshire and the Humber Euro Region, far Wednesbury South",Which city is within Yorkshire and the Humber Euro Region and also far to Wednesbury South?,"A. Penistone East
B. Swanside
C. Clubmoor",A. Penistone East,"correct,random,partial"
Penistone East,borders,Dodworth,near,Orgreave South Yorkshire,"Penistone East is borders Dodworth, near Orgreave South Yorkshire",Which city borders Dodworth and is also near to Orgreave South Yorkshire?,"A. Penistone East
B. Shiregreen & Brightside
C. St. Helens",A. Penistone East,"correct,partial,random"
Penistone East,borders,Dodworth,close,Wrenthorpe and Outwood West,"Penistone East is borders Dodworth, close Wrenthorpe and Outwood West",Which city borders Dodworth and is also close to Wrenthorpe and Outwood West?,"A. Penistone East
B. City
C. Walkden North",A. Penistone East,"correct,partial,random"
Oldbury,within,Sandwell,distant,Whoberley,"Oldbury is within Sandwell, distant Whoberley",Which city is within Sandwell and also distant to Whoberley?,"A. Litherland
B. Brownhills
C. Oldbury",C. Oldbury,"random,partial,correct"
Oldbury,within,Sandwell,far,Prescot,"Oldbury is within Sandwell, far Prescot",Which city is within Sandwell and also far to Prescot?,"A. Dearne South
B. Manningham
C. Oldbury",C. Oldbury,"random,partial,correct"
Oldbury,borders,St. Pauls,near,Finstall,"Oldbury is borders St. Pauls, near Finstall",Which city borders St. Pauls and is also near to Finstall?,"A. Oldbury
B. Shaw
C. Lozells and East Handsworth",A. Oldbury,"correct,random,partial"
Oldbury,borders,St. Pauls,close,Oscott,"Oldbury is borders St. Pauls, close Oscott",Which city borders St. Pauls and is also close to Oscott?,"A. Oldbury
B. Ashbrow
C. Hateley Heath",A. Oldbury,"correct,random,partial"
Almondbury,within,Kirklees,distant,North East,"Almondbury is within Kirklees, distant North East",Which city is within Kirklees and also distant to North East?,"A. Dewsbury South
B. Almondbury
C. Crompton",B. Almondbury,"random,correct,partial"
Almondbury,within,Kirklees,far,Cheylesmore,"Almondbury is within Kirklees, far Cheylesmore",Which city is within Kirklees and also far to Cheylesmore?,"A. Ashton upon Mersey
B. Almondbury
C. Woodhouse",B. Almondbury,"partial,correct,random"
Almondbury,borders,Kirkburton,near,Dalton,"Almondbury is borders Kirkburton, near Dalton",Which city borders Kirkburton and is also near to Dalton?,"A. Holme Valley
B. Langley
C. Almondbury",C. Almondbury,"partial,random,correct"
Almondbury,borders,Kirkburton,close,Horbury and South Ossett,"Almondbury is borders Kirkburton, close Horbury and South Ossett",Which city borders Kirkburton and is also close to Horbury and South Ossett?,"A. Almondbury
B. Metropolitan Borough of Bury
C. City and Hunslet",A. Almondbury,"correct,random,partial"
Gorton South,within,North West Euro Region,distant,Hindley,"Gorton South is within North West Euro Region, distant Hindley",Which city is within North West Euro Region and also distant to Hindley?,"A. Moorside
B. Gorton South
C. Great Lever",B. Gorton South,"random,correct,partial"
Gorton South,within,North West Euro Region,far,Stainforth & Barnby Dun,"Gorton South is within North West Euro Region, far Stainforth & Barnby Dun",Which city is within North West Euro Region and also far to Stainforth & Barnby Dun?,"A. Marple South
B. Bede
C. Gorton South",C. Gorton South,"partial,random,correct"
Gorton South,borders,Longsight,near,Heatons North,"Gorton South is borders Longsight, near Heatons North",Which city borders Longsight and is also near to Heatons North?,"A. Guiseley and Rawdon
B. Gorton South
C. Didsbury East",B. Gorton South,"random,correct,partial"
Gorton South,borders,Longsight,close,Hale Barns,"Gorton South is borders Longsight, close Hale Barns",Which city borders Longsight and is also close to Hale Barns?,"A. St. Oswald
B. Gorton South
C. Denton South",B. Gorton South,"random,correct,partial"
Horsley Hill,within,North East Euro Region,distant,Lemington,"Horsley Hill is within North East Euro Region, distant Lemington",Which city is within North East Euro Region and also distant to Lemington?,"A. Horsley Hill
B. Hebburn South
C. Ordsall",A. Horsley Hill,"correct,partial,random"
Horsley Hill,within,North East Euro Region,far,Stepping Hill,"Horsley Hill is within North East Euro Region, far Stepping Hill",Which city is within North East Euro Region and also far to Stepping Hill?,"A. Horsley Hill
B. Bingley
C. Northfield",A. Horsley Hill,"correct,random,partial"
Horsley Hill,borders,Whitburn and Marsden,near,Westoe,"Horsley Hill is borders Whitburn and Marsden, near Westoe",Which city borders Whitburn and Marsden and is also near to Westoe?,"A. Harton
B. Claremont
C. Horsley Hill",C. Horsley Hill,"partial,random,correct"
Horsley Hill,borders,Whitburn and Marsden,close,Howdon,"Horsley Hill is borders Whitburn and Marsden, close Howdon",Which city borders Whitburn and Marsden and is also close to Howdon?,"A. Ramsbottom
B. Horsley Hill
C. Camperdown",B. Horsley Hill,"random,correct,partial"
Dukinfield Stalybridge,within,Tameside,distant,Radcliffe West,"Dukinfield Stalybridge is within Tameside, distant Radcliffe West",Which city is within Tameside and also distant to Radcliffe West?,"A. Dukinfield Stalybridge
B. Princes Park
C. South Jesmond",A. Dukinfield Stalybridge,"correct,partial,random"
Dukinfield Stalybridge,within,Tameside,far,Stechford and Yardley North,"Dukinfield Stalybridge is within Tameside, far Stechford and Yardley North",Which city is within Tameside and also far to Stechford and Yardley North?,"A. Dukinfield Stalybridge
B. High Fell
C. Higher Blackley",A. Dukinfield Stalybridge,"correct,partial,random"
Dukinfield Stalybridge,borders,Stalybridge South,near,Hyde Werneth,"Dukinfield Stalybridge is borders Stalybridge South, near Hyde Werneth",Which city borders Stalybridge South and is also near to Hyde Werneth?,"A. Graiseley
B. Dukinfield Stalybridge
C. Denton South",B. Dukinfield Stalybridge,"random,correct,partial"
Dukinfield Stalybridge,borders,Stalybridge South,close,Longford,"Dukinfield Stalybridge is borders Stalybridge South, close Longford",Which city borders Stalybridge South and is also close to Longford?,"A. Dukinfield Stalybridge
B. Bushbury South and Low Hill
C. Hyde Werneth",A. Dukinfield Stalybridge,"correct,random,partial"
Dalton,within,Kirklees,distant,Moss Side,"Dalton is within Kirklees, distant Moss Side",Which city is within Kirklees and also distant to Moss Side?,"A. Knotty Ash
B. Dalton
C. Bablake",B. Dalton,"partial,correct,random"
Dalton,within,Kirklees,far,Oscott,"Dalton is within Kirklees, far Oscott",Which city is within Kirklees and also far to Oscott?,"A. Dalton
B. Killingbeck and Seacroft
C. Denby Dale",A. Dalton,"correct,random,partial"
Dalton,borders,Almondbury,near,Greenhead,"Dalton is borders Almondbury, near Greenhead",Which city borders Almondbury and is also near to Greenhead?,"A. Colne Valley
B. Charlestown
C. Dalton",C. Dalton,"partial,random,correct"
Dalton,borders,Almondbury,close,Warley,"Dalton is borders Almondbury, close Warley",Which city borders Almondbury and is also close to Warley?,"A. Garforth and Swillington
B. Dalton
C. Shaw",B. Dalton,"random,correct,partial"
Quinton,within,Birmingham,distant,Meriden West Midlands,"Quinton is within Birmingham, distant Meriden West Midlands",Which city is within Birmingham and also distant to Meriden West Midlands?,"A. Birchills Leamore
B. Almondbury
C. Quinton",C. Quinton,"partial,random,correct"
Quinton,within,Birmingham,far,Rumworth,"Quinton is within Birmingham, far Rumworth",Which city is within Birmingham and also far to Rumworth?,"A. Longdendale
B. Kenton
C. Quinton",C. Quinton,"random,partial,correct"
